champs,event_code,discipline,sex,constraint,place,ATHLETE,COUNTRY,RESULT,clesnsed_result,resultscore,
WC_2023,Decathlon,Decathlon,M,points,12,Daniel GOLUBOVIC,AUS,8141,8141.00,1148,
WC_2023,TJ,Triple Jump,M,distance,1,Hugues Fabrice ZANGO,BUR,17.64,17.64,1233,
WC_2023,TJ,Triple Jump,M,distance,2,Lázaro MARTÍNEZ,CUB,17.41,17.41,1208,
WC_2023,TJ,Triple Jump,M,distance,3,Cristian NÁPOLES,CUB,17.40,17.40,1207,
WC_2023,TJ,Triple Jump,M,distance,4,Yaming ZHU,CHN,17.15,17.15,1181,
WC_2023,TJ,Triple Jump,M,distance,5,Yasser Mohammed TRIKI,ALG,17.01,17.01,1166,
WC_2023,TJ,Triple Jump,M,distance,6,Yaoqing FANG,CHN,17.01,17.01,1166,
WC_2023,TJ,Triple Jump,M,distance,7,Will CLAYE,USA,16.99,16.99,1163,
WC_2023,TJ,Triple Jump,M,distance,8,Emmanuel IHEMEJE,ITA,16.91,16.91,1155,
WC_2023,TJ,Triple Jump,M,distance,9,Chris BENARD,USA,16.62,16.62,1124,
WC_2023,TJ,Triple Jump,M,distance,10,Leodan TORREALBA,VEN,16.58,16.58,1120,
WC_2023,TJ,Triple Jump,M,distance,11,Tiago PEREIRA,POR,16.26,16.26,1086,
WC_2023,HJ,High Jump,M,distance,1,Gianmarco TAMBERI,ITA,2.36,2.36,1233,
WC_2023,HJ,High Jump,M,distance,2,JuVaughn HARRISON,USA,2.36,2.36,1233,
WC_2023,HJ,High Jump,M,distance,3,Mutaz Essa BARSHIM,QAT,2.33,2.33,1206,
WC_2023,HJ,High Jump,M,distance,4,Luis Enrique ZAYAS,CUB,2.33,2.33,1206,
WC_2023,HJ,High Jump,M,distance,5,Tobias POTYE,GER,2.33,2.33,1206,
WC_2023,HJ,High Jump,M,distance,6,Sanghyeok WOO,KOR,2.29,2.29,1170,
WC_2023,HJ,High Jump,M,distance,7,Shelby MCEWEN,USA,2.29,2.29,1170,
WC_2023,HJ,High Jump,M,distance,8,Ryoichi AKAMATSU,JPN,2.25,2.25,1135,
WC_2023,HJ,High Jump,M,distance,8,Brandon STARC,AUS,2.25,2.25,1135,
WC_2023,HJ,High Jump,M,distance,10,Norbert KOBIELSKI,POL,2.25,2.25,1135,
WC_2023,HJ,High Jump,M,distance,11,Andrii PROTSENKO,UKR,2.25,2.25,1135,
WC_2023,HJ,High Jump,M,distance,12,Marco FASSINOTTI,ITA,2.2,2.20,1090,
WC_2023,PV,Pole Valut,M,distance,1,Armand DUPLANTIS,SWE,6.10,6.10,1294,
WC_2023,PV,Pole Valut,M,distance,2,Ernest John OBIENA,PHI,6.00,6.00,1267,
WC_2023,PV,Pole Valut,M,distance,3,Kurtis MARSCHALL,AUS,5.95,5.95,1253,
WC_2023,PV,Pole Valut,M,distance,3,Christopher NILSEN,USA,5.95,5.95,1253,
WC_2023,PV,Pole Valut,M,distance,5,Thibaut COLLET,FRA,5.90,5.90,1239,
WC_2023,PV,Pole Valut,M,distance,6,Bokai HUANG,CHN,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,7,Ben BROEDERS,BEL,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,8,Zach MCWHORTER,USA,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,9,Jie YAO,CHN,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,9,Claudio Michel STECCHI,ITA,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,9,Piotr LISEK,POL,5.75,5.75,1198,
WC_2023,PV,Pole Valut,M,distance,12,Robert SOBERA,POL,5.55,5.55,1143,
WC_2023,PV,Pole Valut,M,distance,12,Ersu ŞAŞMA,TUR,5.55,5.55,1143,
WC_2023,JT,Javelin Throw,M,distance,1,Neeraj CHOPRA,IND,88.17,88.17,1218,
WC_2023,JT,Javelin Throw,M,distance,2,Arshad NADEEM,PAK,87.82,87.82,1213,
WC_2023,JT,Javelin Throw,M,distance,3,Jakub VADLEJCH,CZE,86.67,86.67,1196,
WC_2023,JT,Javelin Throw,M,distance,4,Julian WEBER,GER,85.79,85.79,1184,
WC_2023,JT,Javelin Throw,M,distance,5,Kishore JENA,IND,84.77,84.77,1169,
WC_2023,JT,Javelin Throw,M,distance,6,D.P MANU,IND,84.14,84.14,1160,
WC_2023,JT,Javelin Throw,M,distance,7,Oliver HELANDER,FIN,83.38,83.38,1149,
WC_2023,JT,Javelin Throw,M,distance,8,Edis MATUSEVIČIUS,LTU,82.29,82.29,1134,
WC_2023,JT,Javelin Throw,M,distance,9,Dawid WEGNER,POL,80.75,80.75,1112,
WC_2023,JT,Javelin Throw,M,distance,10,Ihab ABDELRAHMAN,EGY,80.64,80.64,1110,
WC_2023,JT,Javelin Throw,M,distance,11,Andrian MARDARE,MDA,79.66,79.66,1096,
WC_2023,JT,Javelin Throw,M,distance,12,Timothy HERMAN,BEL,74.56,74.56,1024,
WC_2023,SP,Shot Put,M,distance,1,Ryan CROUSER,USA,23.51,23.51,1331,
WC_2023,SP,Shot Put,M,distance,2,Leonardo FABBRI,ITA,22.34,22.34,1261,
WC_2023,SP,Shot Put,M,distance,3,Joe KOVACS,USA,22.12,22.12,1248,
WC_2023,SP,Shot Put,M,distance,4,Tom WALSH,NZL,22.05,22.05,1243,
WC_2023,SP,Shot Put,M,distance,5,Payton OTTERDAHL,USA,21.86,21.86,1232,
WC_2023,SP,Shot Put,M,distance,6,Jacko GILL,NZL,21.76,21.76,1226,
WC_2023,SP,Shot Put,M,distance,7,Filip MIHALJEVIĆ,CRO,21.57,21.57,1215,
WC_2023,SP,Shot Put,M,distance,8,Darlan ROMANI,BRA,21.41,21.41,1205,
WC_2023,SP,Shot Put,M,distance,9,Armin SINANČEVIĆ,SRB,20.78,20.78,1167,
WC_2023,SP,Shot Put,M,distance,10,Mostafa Amr HASSAN,EGY,20.17,20.17,1131,
WC_2023,SP,Shot Put,M,distance,11,Zane WEIR,ITA,19.99,19.99,1120,
WC_2023,DT,Discus Throw,M,distance,1,Daniel STÅHL,SWE,71.46,71.46,1271,
WC_2023,DT,Discus Throw,M,distance,2,Kristjan ČEH,SLO,70.02,70.02,1245,
WC_2023,DT,Discus Throw,M,distance,3,Mykolas ALEKNA,LTU,68.85,68.85,1223,
WC_2023,DT,Discus Throw,M,distance,4,Matthew DENNY,AUS,68.24,68.24,1212,
WC_2023,DT,Discus Throw,M,distance,5,Fedrick DACRES,JAM,66.72,66.72,1184,
WC_2023,DT,Discus Throw,M,distance,6,Andrius GUDŽIUS,LTU,66.16,66.16,1174,
WC_2023,DT,Discus Throw,M,distance,7,Lukas WEIßHAIDINGER,AUT,65.54,65.54,1162,
WC_2023,DT,Discus Throw,M,distance,8,Henrik JANSSEN,GER,63.8,63.80,1130,
WC_2023,DT,Discus Throw,M,distance,9,Brian WILLIAMS,USA,63.62,63.62,1127,
WC_2023,DT,Discus Throw,M,distance,10,Connor BELL,NZL,63.23,63.23,1120,
WC_2023,DT,Discus Throw,M,distance,11,Traves SMIKLE,JAM,61.9,61.90,1095,
WC_2023,DT,Discus Throw,M,distance,12,Alex ROSE,SAM,61.69,61.69,1091,
WC_2023,HT,Hammer Throw,M,distance,1,Ethan KATZBERG,CAN,81.25,81.25,1222,
WC_2023,HT,Hammer Throw,M,distance,2,Wojciech NOWICKI,POL,81.02,81.02,1218,
WC_2023,HT,Hammer Throw,M,distance,3,Bence HALÁSZ,HUN,80.82,80.82,1215,
WC_2023,HT,Hammer Throw,M,distance,4,Paweł FAJDEK,POL,80.00,80.00,1203,
WC_2023,HT,Hammer Throw,M,distance,5,Mykhaylo KOKHAN,UKR,79.59,79.59,1196,
WC_2023,HT,Hammer Throw,M,distance,6,Daniel HAUGH,USA,78.64,78.64,1181,
WC_2023,HT,Hammer Throw,M,distance,7,Eivind HENRIKSEN,NOR,77.06,77.06,1157,
WC_2023,HT,Hammer Throw,M,distance,8,Rudy WINKLER,USA,76.04,76.04,1141,
WC_2023,HT,Hammer Throw,M,distance,9,Gabriel KEHR,CHI,75.99,75.99,1140,
WC_2023,HT,Hammer Throw,M,distance,10,Michail ANASTASAKIS,GRE,75.49,75.49,1133,
WC_2023,HT,Hammer Throw,M,distance,11,Adam KEENAN,CAN,74.49,74.49,1117,
WC_2023,HT,Hammer Throw,M,distance,12,Diego DEL REAL,MEX,72.56,72.56,1087,
WC_2023,100m,100 Metres,F,time,1,Sha'Carri RICHARDSON,USA,10.65,10.65,1277,*
WC_2023,100m,100 Metres,F,time,2,Shericka JACKSON,JAM,10.72,10.72,1262,
WC_2023,100m,100 Metres,F,time,3,Shelly-Ann FRASER-PRYCE,JAM,10.77,10.77,1251,
WC_2023,100m,100 Metres,F,time,4,Marie-Josée TA LOU,CIV,10.81,10.81,1242,
WC_2023,100m,100 Metres,F,time,5,Julien ALFRED,LCA,10.93,10.93,1215,
WC_2023,100m,100 Metres,F,time,6,Ewa SWOBODA,POL,10.97,10.97,1206,
WC_2023,100m,100 Metres,F,time,7,Brittany BROWN,USA,10.97,10.97,1206,
WC_2023,100m,100 Metres,F,time,8,Dina ASHER-SMITH,GBR,11.00,11.00,1200,
WC_2023,100m,100 Metres,F,time,9,Tamari DAVIS,USA,11.03,11.03,1193,
WC_2023,200m,200 Metres,F,time,1,Shericka JACKSON,JAM,21.41,21.41,1301,
WC_2023,200m,200 Metres,F,time,2,Gabrielle THOMAS,USA,21.81,21.81,1258,
WC_2023,200m,200 Metres,F,time,3,Sha'Carri RICHARDSON,USA,21.92,21.92,1246,
WC_2023,200m,200 Metres,F,time,4,Julien ALFRED,LCA,22.05,22.05,1232,
WC_2023,200m,200 Metres,F,time,5,Daryll NEITA,GBR,22.16,22.16,1221,
WC_2023,200m,200 Metres,F,time,6,Anthonique STRACHAN,BAH,22.29,22.29,1207,
WC_2023,200m,200 Metres,F,time,7,Dina ASHER-SMITH,GBR,22.34,22.34,1202,
WC_2023,200m,200 Metres,F,time,8,Marie-Josée TA LOU,CIV,22.64,22.64,1171,
WC_2023,400m,400 Metres,F,time,1,Marileidy PAULINO,DOM,48.76,48.76,1256,
WC_2023,400m,400 Metres,F,time,2,Natalia KACZMAREK,POL,49.57,49.57,1223,
WC_2023,400m,400 Metres,F,time,3,Sada WILLIAMS,BAR,49.60,49.60,1222,
WC_2023,400m,400 Metres,F,time,4,Rhasidat ADELEKE,IRL,50.13,50.13,1200,
WC_2023,400m,400 Metres,F,time,5,Cynthia BOLINGO,BEL,50.33,50.33,1192,
WC_2023,400m,400 Metres,F,time,6,Lieke KLAVER,NED,50.33,50.33,1192,
WC_2023,400m,400 Metres,F,time,7,Candice MCLEOD,JAM,51.08,51.08,1162,
WC_2023,400m,400 Metres,F,time,8,Talitha DIGGS,USA,51.25,51.25,1156,
WC_2023,800m,800 Metres,F,time,1,Mary MORAA,KEN,1:56.03,116.03,1234,
WC_2023,800m,800 Metres,F,time,2,Keely HODGKINSON,GBR,1:56.34,116.34,1229,
WC_2023,800m,800 Metres,F,time,3,Athing MU,USA,1:56.61,117.61,1205,
WC_2023,800m,800 Metres,F,time,4,Raevyn ROGERS,USA,1:57.45,117.45,1208,
WC_2023,800m,800 Metres,F,time,5,Jemma REEKIE,GBR,1:57.72,118.72,1185,
WC_2023,800m,800 Metres,F,time,6,Nia AKINS,USA,1:57.73,118.73,1185,
WC_2023,800m,800 Metres,F,time,7,Adelle TRACEY,JAM,1:58.41,118.41,1191,
WC_2023,800m,800 Metres,F,time,8,Halimah NAKAAYI,UGA,1:59.18,119.18,1177,
WC_2023,1500m,1500 Metres,F,time,1,Faith KIPYEGON,KEN,3:54.87,235.87,1239,
WC_2023,1500m,1500 Metres,F,time,2,Diribe WELTEJI,ETH,3:55.69,236.69,1232,
WC_2023,1500m,1500 Metres,F,time,3,Sifan HASSAN,NED,3:56.00,236.00,1238,
WC_2023,1500m,1500 Metres,F,time,4,Ciara MAGEEAN,IRL,3:56.61,237.61,1225,
WC_2023,1500m,1500 Metres,F,time,5,Nelly CHEPCHIRCHIR,KEN,3:57.90,238.90,1214,
WC_2023,1500m,1500 Metres,F,time,6,Laura MUIR,GBR,3:58.58,239.58,1209,
WC_2023,1500m,1500 Metres,F,time,7,Jessica HULL,AUS,3:59.54,240.54,1201,
WC_2023,1500m,1500 Metres,F,time,8,Katie SNOWDEN,GBR,3:59.65,240.65,1200,
WC_2023,1500m,1500 Metres,F,time,9,Birke HAYLOM,ETH,4:01.51,242.51,1185,
WC_2023,1500m,1500 Metres,F,time,10,Cory Ann MCGEE,USA,4:01.60,242.60,1185,
WC_2023,1500m,1500 Metres,F,time,11,Ludovica CAVALLI,ITA,4:01.84,242.84,1183,
WC_2023,1500m,1500 Metres,F,time,12,Melissa COURTNEY-BRYANT,GBR,4:03.31,243.31,1179,
WC_2023,5000m,5000 Metres,F,time,1,Faith KIPYEGON,KEN,14:53.88,894.88,1173,
WC_2023,5000m,5000 Metres,F,time,2,Sifan HASSAN,NED,14:54.11,894.11,1174,
WC_2023,5000m,5000 Metres,F,time,3,Beatrice CHEBET,KEN,14:54.33,894.33,1174,
WC_2023,5000m,5000 Metres,F,time,4,Margaret Chelimo KIPKEMBOI,KEN,14:56.62,897.62,1168,
WC_2023,5000m,5000 Metres,F,time,5,Ejgayehu TAYE,ETH,14:56.85,897.85,1167,
WC_2023,5000m,5000 Metres,F,time,6,Medina EISA,ETH,14:58.23,898.23,1166,
WC_2023,5000m,5000 Metres,F,time,7,Freweyni HAILU,ETH,14:58.31,898.31,1166,
WC_2023,5000m,5000 Metres,F,time,8,Nozomi TANAKA,JPN,14:58.99,899.99,1163,
WC_2023,5000m,5000 Metres,F,time,9,Elise CRANNY,USA,14:59.22,899.22,1165,
WC_2023,5000m,5000 Metres,F,time,10,Laura GALVÁN,MEX,14:59.32,899.32,1164,
WC_2023,5000m,5000 Metres,F,time,10,Lilian Kasait RENGERUK,KEN,14:59.32,899.32,1164,
WC_2023,5000m,5000 Metres,F,time,12,Maureen KOSTER,NED,15:00.78,901.78,1160,
WC_2023,10000m,10000 Metres,F,time,1,Gudaf TSEGAY,ETH,31:27.18,1887.18,1168,
WC_2023,10000m,10000 Metres,F,time,2,Letesenbet GIDEY,ETH,31:28.16,1888.16,1167,
WC_2023,10000m,10000 Metres,F,time,3,Ejgayehu TAYE,ETH,31:28.31,1888.31,1167,
WC_2023,10000m,10000 Metres,F,time,4,Irine Jepchumba KIMAIS,KEN,31:32.19,1892.19,1164,
WC_2023,10000m,10000 Metres,F,time,5,Alicia MONSON,USA,31:32.29,1892.29,1164,
WC_2023,10000m,10000 Metres,F,time,6,Agnes Jebet NGETICH,KEN,31:34.83,1895.83,1161,
WC_2023,10000m,10000 Metres,F,time,7,Ririka HIRONAKA,JPN,31:35.12,1895.12,1161,
WC_2023,10000m,10000 Metres,F,time,8,Jessica WARNER-JUDD,GBR,31:35.38,1895.38,1161,
WC_2023,10000m,10000 Metres,F,time,9,Grace Loibach NAWOWUNA,KEN,31:38.17,1898.17,1158,
WC_2023,10000m,10000 Metres,F,time,10,Sarah CHELANGAT,UGA,31:40.04,1900.04,1157,
WC_2023,10000m,10000 Metres,F,time,11,Sifan HASSAN,NED,31:53.35,1913.35,1145,
WC_2023,10000m,10000 Metres,F,time,12,Elise CRANNY,USA,31:57.51,1918.51,1140,
WC_2023,Marathon,Marathon,F,time,1,Amane Beriso SHANKULE,ETH,2:24:23,8663.00,1189,
WC_2023,Marathon,Marathon,F,time,2,Gotytom GEBRESLASE,ETH,2:24:34,8674.00,1187,
WC_2023,Marathon,Marathon,F,time,3,Fatima Ezzahra GARDADI,MAR,2:25:17,8717.00,1180,
WC_2023,Marathon,Marathon,F,time,4,Lonah Chemtai SALPETER,ISR,2:25:38,8738.00,1176,
WC_2023,Marathon,Marathon,F,time,5,Yalemzerf YEHUALAW,ETH,2:26:13,8773.00,1170,
WC_2023,Marathon,Marathon,F,time,6,Rosemary WANJIRU,KEN,2:26:42,8802.00,1165,
WC_2023,Marathon,Marathon,F,time,7,Selly Chepyego KAPTICH,KEN,2:27:09,8829.00,1161,
WC_2023,Marathon,Marathon,F,time,8,Nazret WELDU,ERI,2:27:23,8843.00,1159,
WC_2023,Marathon,Marathon,F,time,9,Lindsay FLANAGAN,USA,2:27:47,8867.00,1155,
WC_2023,Marathon,Marathon,F,time,10,Dolshi TESFU,ERI,2:28:54,8934.00,1143,
WC_2023,Marathon,Marathon,F,time,11,Melat Yisak KEJETA,GER,2:29:04,8944.00,1142,
WC_2023,Marathon,Marathon,F,time,12,Giovanna EPIS,ITA,2:29:10,8950.00,1141,
WC_2023,100mH,100 Metres Hurdles,F,time,1,Danielle WILLIAMS,JAM,12.43,12.43,1228,
WC_2023,100mH,100 Metres Hurdles,F,time,2,Jasmine CAMACHO-QUINN,PUR,12.44,12.44,1227,
WC_2023,100mH,100 Metres Hurdles,F,time,3,Kendra HARRISON,USA,12.46,12.46,1224,
WC_2023,100mH,100 Metres Hurdles,F,time,4,Devynne CHARLTON,BAH,12.52,12.52,1216,
WC_2023,100mH,100 Metres Hurdles,F,time,5,Ackera NUGENT,JAM,12.61,12.61,1203,
WC_2023,100mH,100 Metres Hurdles,F,time,6,Tobi AMUSAN,NGR,12.62,12.62,1202,
WC_2023,100mH,100 Metres Hurdles,F,time,7,Ditaji KAMBUNDJI,SUI,12.70,12.70,1191,
WC_2023,100mH,100 Metres Hurdles,F,time,8,Nia ALI,USA,12.78,12.78,1180,
WC_2023,400mH,400 Metres Hurdles,F,time,1,Femke BOL,NED,51.70,51.70,1278,
WC_2023,400mH,400 Metres Hurdles,F,time,2,Shamier LITTLE,USA,52.80,52.80,1243,
WC_2023,400mH,400 Metres Hurdles,F,time,3,Rushell CLAYTON,JAM,52.81,52.81,1242,
WC_2023,400mH,400 Metres Hurdles,F,time,4,Kemi ADEKOYA,BRN,53.09,53.09,1233,
WC_2023,400mH,400 Metres Hurdles,F,time,5,Anna COCKRELL,USA,53.34,53.34,1225,
WC_2023,400mH,400 Metres Hurdles,F,time,6,Ayomide FOLORUNSO,ITA,54.19,54.19,1198,
WC_2023,400mH,400 Metres Hurdles,F,time,7,Janieve RUSSELL,JAM,54.28,54.28,1195,
WC_2023,400mH,400 Metres Hurdles,F,time,8,Andrenette KNIGHT,JAM,55.20,55.20,1166,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,1,Winfred Mutile YAVI,BRN,8:54.29,534.29,1259,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,2,Beatrice CHEPKOECH,KEN,8:58.98,539.98,1244,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,3,Faith CHEROTICH,KEN,9:00.69,541.69,1240,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,4,Zerfe WONDEMAGEGN,ETH,9:05.51,546.51,1228,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,5,Alice FINOT,FRA,9:06.15,546.15,1229,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,6,Maruša MIŠMAŠ ZRIMŠEK,SLO,9:06.37,546.37,1228,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,7,Peruth CHEMUTAI,UGA,9:10.26,550.26,1218,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,8,Luiza GEGA,ALB,9:10.27,550.27,1218,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,9,Jackline CHEPKOECH,KEN,9:14.72,555.72,1204,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,10,Marwa BOUZAYANI,TUN,9:15.07,555.07,1206,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,11,Parul CHAUDHARY,IND,9:15.31,555.31,1205,
WC_2023,3000mSC,3000 Metres Steeplechase,F,time,12,Lomi MULETA,ETH,9:15.36,555.36,1205,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,1,María PÉREZ,ESP,1:26:51,5211.00,1193,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,2,Jemima MONTAG,AUS,1:27:16,5236.00,1186,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,3,Antonella PALMISANO,ITA,1:27:26,5246.00,1183,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,4,Kimberly GARCÍA LEÓN,PER,1:27:32,5252.00,1181,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,5,Alegna GONZÁLEZ,MEX,1:27:36,5256.00,1180,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,6,Glenda MOREJÓN,ECU,1:27:40,5260.00,1178,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,7,Zhenxia MA,CHN,1:28:30,5310.00,1164,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,8,Viviane LYRA,BRA,1:28:36,5316.00,1162,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,9,Ana CABECINHA,POR,1:28:49,5329.00,1158,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,10,Olena SOBCHUK,UKR,1:28:50,5330.00,1158,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,11,Lyudmila OLYANOVSKA,UKR,1:29:36,5376.00,1144,
WC_2023,20kmW,20 Kilometres Race Walk,F,time,12,Jiayu YANG,CHN,1:29:40,5380.00,1143,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,1,María PÉREZ,ESP,2:38:40,9520.00,1249,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,2,Kimberly GARCÍA LEÓN,PER,2:40:52,9652.00,1228,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,3,Antigoni NTRISMPIOTI,GRE,2:43:22,9802.00,1205,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,4,Viviane LYRA,BRA,2:44:40,9880.00,1193,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,5,Cristina MONTESINOS,ESP,2:45:32,9932.00,1185,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,6,Evelyn INGA,PER,2:46:18,9978.00,1178,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,7,Serena SONODA,JPN,2:46:32,9992.00,1176,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,8,Olga CHOJECKA,POL,2:46:48,10008.00,1174,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,9,Magaly BONILLA,ECU,2:47:09,10029.00,1170,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,10,Tereza ĎURDIAKOVÁ,CZE,2:49:06,10146.00,1153,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,11,Xueying BAI,CHN,2:49:34,10174.00,1148,
WC_2023,35kmW,35 Kilometres Race Walk,F,time,12,Alejandra ORTEGA,MEX,2:50:44,10244.00,1138,
WC_2023,Heptathlon,Heptathlon,F,points,1,Katarina JOHNSON-THOMPSON,GBR,6740,6740.00,1221,
WC_2023,Heptathlon,Heptathlon,F,points,2,Anna HALL,USA,6720,6720.00,1217,
WC_2023,Heptathlon,Heptathlon,F,points,3,Anouk VETTER,NED,6501,6501.00,1174,
WC_2023,Heptathlon,Heptathlon,F,points,4,Xénia KRIZSÁN,HUN,6479,6479.00,1169,
WC_2023,Heptathlon,Heptathlon,F,points,5,Emma OOSTERWEGEL,NED,6464,6464.00,1166,
WC_2023,Heptathlon,Heptathlon,F,points,6,Noor VIDTS,BEL,6450,6450.00,1163,
WC_2023,Heptathlon,Heptathlon,F,points,7,Sophie WEIßENBERG,GER,6438,6438.00,1161,
WC_2023,Heptathlon,Heptathlon,F,points,8,Chari HAWKINS,USA,6366,6366.00,1147,
WC_2023,Heptathlon,Heptathlon,F,points,9,Saga VANNINEN,FIN,6289,6289.00,1132,
WC_2023,Heptathlon,Heptathlon,F,points,10,Rita NEMES,HUN,6232,6232.00,1120,
WC_2023,Heptathlon,Heptathlon,F,points,11,Sofie DOKTER,NED,6192,6192.00,1113,
WC_2023,Heptathlon,Heptathlon,F,points,12,Auriana LAZRAQ-KHLASS,FRA,6179,6179.00,1110,
WC_2023,LJ,Long Jump,F,distance,1,Ivana VULETA,SRB,7.14,7.14,1249,
WC_2023,LJ,Long Jump,F,distance,2,Tara DAVIS-WOODHALL,USA,6.91,6.91,1198,
WC_2023,LJ,Long Jump,F,distance,3,Alina ROTARU-KOTTMANN,ROU,6.88,6.88,1191,
WC_2023,LJ,Long Jump,F,distance,4,Ese BRUME,NGR,6.84,6.84,1183,
WC_2023,LJ,Long Jump,F,distance,5,Larissa IAPICHINO,ITA,6.82,6.82,1178,
WC_2023,LJ,Long Jump,F,distance,6,Fátima DIAME,ESP,6.82,6.82,1178,
WC_2023,LJ,Long Jump,F,distance,7,Marthe KOALA,BUR,6.68,6.68,1147,
WC_2023,LJ,Long Jump,F,distance,8,Tessy EBOSELE,ESP,6.62,6.62,1134,
WC_2023,LJ,Long Jump,F,distance,9,Maryse LUZOLO,GER,6.58,6.58,1125,
WC_2023,LJ,Long Jump,F,distance,10,Jasmine MOORE,USA,6.54,6.54,1117,
WC_2023,LJ,Long Jump,F,distance,11,Ackelia SMITH,JAM,6.51,6.51,1110,
WC_2023,LJ,Long Jump,F,distance,12,Leticia ORO MELO,BRA,6.12,6.12,1025,
WC_2023,TJ,Triple Jump,F,distance,1,Yulimar ROJAS,VEN,15.08,15.08,1228,
WC_2023,TJ,Triple Jump,F,distance,2,Maryna BEKH-ROMANCHUK,UKR,15.00,15.00,1220,
WC_2023,TJ,Triple Jump,F,distance,3,Leyanis PÉREZ HERNÁNDEZ,CUB,14.96,14.96,1216,
WC_2023,TJ,Triple Jump,F,distance,4,Shanieka RICKETTS,JAM,14.93,14.93,1213,
WC_2023,TJ,Triple Jump,F,distance,5,Thea LAFOND,DMA,14.90,14.90,1210,
WC_2023,TJ,Triple Jump,F,distance,6,Liadagmis POVEA,CUB,14.87,14.87,1207,
WC_2023,TJ,Triple Jump,F,distance,7,Kimberly WILLIAMS,JAM,14.38,14.38,1156,
WC_2023,TJ,Triple Jump,F,distance,8,Dariya DERKACH,ITA,14.36,14.36,1154,
WC_2023,TJ,Triple Jump,F,distance,9,Keturah ORJI,USA,14.33,14.33,1151,
WC_2023,TJ,Triple Jump,F,distance,10,Ottavia CESTONARO,ITA,14.05,14.05,1122,
WC_2023,TJ,Triple Jump,F,distance,11,Jasmine MOORE,USA,13.54,13.54,1070,
WC_2023,HJ,High Jump,F,distance,1,Yaroslava MAHUCHIKH,UKR,2.01,2.01,1229,
WC_2023,HJ,High Jump,F,distance,2,Eleanor PATTERSON,AUS,1.99,1.99,1209,
WC_2023,HJ,High Jump,F,distance,3,Nicola OLYSLAGERS,AUS,1.99,1.99,1209,
WC_2023,HJ,High Jump,F,distance,4,Morgan LAKE,GBR,1.97,1.97,1190,
WC_2023,HJ,High Jump,F,distance,5,Lamara DISTIN,JAM,1.94,1.94,1160,
WC_2023,HJ,High Jump,F,distance,5,Iryna GERASHCHENKO,UKR,1.94,1.94,1160,
WC_2023,HJ,High Jump,F,distance,7,Angelina TOPIĆ,SRB,1.94,1.94,1160,
WC_2023,HJ,High Jump,F,distance,8,Christina HONSEL,GER,1.94,1.94,1160,
WC_2023,HJ,High Jump,F,distance,9,Lia APOSTOLOVSKI,SLO,1.90,1.90,1121,
WC_2023,HJ,High Jump,F,distance,9,Nadezhda DUBOVITSKAYA,KAZ,1.9,1.90,1121,
WC_2023,HJ,High Jump,F,distance,11,Vashti CUNNINGHAM,USA,1.9,1.90,1121,
WC_2023,HJ,High Jump,F,distance,12,Nawal MENIKER,FRA,1.9,1.90,1121,
WC_2023,PV,Pole Vault,F,distance,1,Nina KENNEDY,AUS,4.90,4.90,1239,
WC_2023,PV,Pole Vault,F,distance,1,Katie MOON,USA,4.90,4.90,1239,
WC_2023,PV,Pole Vault,F,distance,3,Wilma MURTO,FIN,4.80,4.80,1208,
