champs,event_code,discipline,sex,constraint,place,ATHLETE,COUNTRY,RESULT,clesnsed_result,resultscore,
WC_2022,400mH,400 Metres Hurdles,M,time,3,Trevor BASSITT,USA,47.39,47.39,1263,
WC_2022,400mH,400 Metres Hurdles,M,time,4,Wilfried HAPPIO,FRA,47.41,47.41,1262,
WC_2022,400mH,400 Metres Hurdles,M,time,5,Khallifah ROSSER,USA,47.88,47.88,1238,
WC_2022,400mH,400 Metres Hurdles,M,time,6,Jaheel HYDE,JAM,48.03,48.03,1230,
WC_2022,400mH,400 Metres Hurdles,M,time,7,Karsten WARHOLM,NOR,48.42,48.42,1210,
WC_2022,400mH,400 Metres Hurdles,M,time,8,Rasmus MÄGI,EST,48.92,48.92,1184,
WC_2022,DT,Discus Throw,M,distance,1,Kristjan ČEH,SLO,71.13,71.13,1265,
WC_2022,DT,Discus Throw,M,distance,2,Mykolas ALEKNA,LTU,69.27,69.27,1231,
WC_2022,DT,Discus Throw,M,distance,3,Andrius GUDŽIUS,LTU,67.55,67.55,1199,
WC_2022,DT,Discus Throw,M,distance,4,Daniel STÅHL,SWE,67.10,67.10,1191,
WC_2022,DT,Discus Throw,M,distance,5,Simon PETTERSSON,SWE,67.00,67.00,1189,
WC_2022,DT,Discus Throw,M,distance,6,Matthew DENNY,AUS,66.47,66.47,1179,
WC_2022,DT,Discus Throw,M,distance,7,Alin Alexandru FIRFIRICA,ROU,65.57,65.57,1163,
WC_2022,DT,Discus Throw,M,distance,8,Alex ROSE,SAM,65.57,65.57,1163,
WC_2022,DT,Discus Throw,M,distance,9,Fedrick DACRES,JAM,64.85,64.85,1150,
WC_2022,DT,Discus Throw,M,distance,10,Lukas WEIßHAIDINGER,AUT,63.98,63.98,1134,
WC_2022,DT,Discus Throw,M,distance,11,Sam MATTIS,USA,63.19,63.19,1119,
WC_2022,DT,Discus Throw,M,distance,12,Traves SMIKLE,JAM,62.23,62.23,1101,
WC_2022,HJ,High Jump,F,distance,1,Eleanor PATTERSON,AUS,2.02,2.02,1239,
WC_2022,HJ,High Jump,F,distance,2,Yaroslava MAHUCHIKH,UKR,2.02,2.02,1239,
WC_2022,HJ,High Jump,F,distance,3,Elena VALLORTIGARA,ITA,2.00,2.00,1219,
WC_2022,HJ,High Jump,F,distance,4,Iryna GERASHCHENKO,UKR,2.00,2.00,1219,
WC_2022,HJ,High Jump,F,distance,5,Nicola OLYSLAGERS,AUS,1.96,1.96,1180,
WC_2022,HJ,High Jump,F,distance,5,Safina SADULLAYEVA,UZB,1.96,1.96,1180,
WC_2022,HJ,High Jump,F,distance,7,Karmen BRUUS,EST,1.96,1.96,1180,
WC_2022,HJ,High Jump,F,distance,8,Nadezhda DUBOVITSKAYA,KAZ,1.96,1.96,1180,
WC_2022,HJ,High Jump,F,distance,9,Lamara DISTIN,JAM,1.93,1.93,1150,
WC_2022,HJ,High Jump,F,distance,10,Daniela STANCIU,ROU,1.93,1.93,1150,
WC_2022,HJ,High Jump,F,distance,11,Kimberly WILLIAMSON,JAM,1.89,1.89,1111,
WC_2022,HJ,High Jump,F,distance,12,Lia APOSTOLOVSKI,SLO,1.89,1.89,1111,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,1,Norah JERUTO,KAZ,8:53.02,533.02,1262,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,2,Werkuha GETACHEW,ETH,8:54.61,535.61,1256,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,3,Mekides ABEBE,ETH,8:56.08,536.08,1254,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,4,Winfred Mutile YAVI,BRN,9:01.31,541.31,1241,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,5,Luiza GEGA,ALB,9:10.04,550.04,1219,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,6,Courtney FRERICHS,USA,9:10.59,551.59,1215,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,7,Aimee PRATT,GBR,9:15.64,556.64,1202,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,8,Emma COBURN,USA,9:16.49,556.49,1202,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,9,Marwa BOUZAYANI,TUN,9:20.92,561.92,1189,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,10,Alice FINOT,FRA,9:21.40,561.40,1190,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,11,Peruth CHEMUTAI,UGA,9:21.93,562.93,1186,
WC_2022,3000mSC,3000 Metres Steeplechase,F,time,12,Courtney WAYMENT,USA,9:22.37,562.37,1188,
WC_2022,DT,Discus Throw,F,distance,1,Bin FENG,CHN,69.12,69.12,1240,
WC_2022,DT,Discus Throw,F,distance,2,Sandra PERKOVIĆ,CRO,68.45,68.45,1227,
WC_2022,DT,Discus Throw,F,distance,3,Valarie ALLMAN,USA,68.30,68.30,1225,
WC_2022,DT,Discus Throw,F,distance,4,Jorinde VAN KLINKEN,NED,64.97,64.97,1163,
WC_2022,DT,Discus Throw,F,distance,5,Claudine VITA,GER,64.24,64.24,1150,
WC_2022,DT,Discus Throw,F,distance,6,Liliana CÁ,POR,63.99,63.99,1145,
WC_2022,DT,Discus Throw,F,distance,7,Yaimé PÉREZ,CUB,63.07,63.07,1128,
WC_2022,DT,Discus Throw,F,distance,8,Marija TOLJ,CRO,63.07,63.07,1128,
WC_2022,DT,Discus Throw,F,distance,9,Shanice CRAFT,GER,62.35,62.35,1115,
WC_2022,DT,Discus Throw,F,distance,10,Melina ROBERT-MICHON,FRA,60.36,60.36,1078,
WC_2022,DT,Discus Throw,F,distance,11,Kristin PUDENZ,GER,59.97,59.97,1071,
WC_2022,DT,Discus Throw,F,distance,12,Laulauga TAUSAGA,USA,56.47,56.47,1006,
WC_2022,400mH,400 Metres Hurdles,F,time,1,Sydney MCLAUGHLIN,USA,50.68,50.68,1312,
WC_2022,400mH,400 Metres Hurdles,F,time,2,Femke BOL,NED,52.27,52.27,1260,
WC_2022,400mH,400 Metres Hurdles,F,time,3,Dalilah MUHAMMAD,USA,53.13,53.13,1232,
WC_2022,400mH,400 Metres Hurdles,F,time,4,Shamier LITTLE,USA,53.76,53.76,1212,
WC_2022,400mH,400 Metres Hurdles,F,time,5,Britton WILSON,USA,54.02,54.02,1204,
WC_2022,400mH,400 Metres Hurdles,F,time,6,Rushell CLAYTON,JAM,54.36,54.36,1193,
WC_2022,400mH,400 Metres Hurdles,F,time,7,Gianna WOODRUFF,PAN,54.75,54.75,1181,
WC_2022,400mH,400 Metres Hurdles,F,time,8,Anna RYZHYKOVA,UKR,54.93,54.93,1175,
WC_2022,JT,Javelin Throw,F,distance,1,Kelsey-Lee BARBER,AUS,66.91,66.91,1206,
WC_2022,JT,Javelin Throw,F,distance,2,Kara WINGER,USA,64.05,64.05,1153,
WC_2022,JT,Javelin Throw,F,distance,3,Haruka KITAGUCHI,JPN,63.27,63.27,1139,
WC_2022,JT,Javelin Throw,F,distance,4,Shiying LIU,CHN,63.25,63.25,1138,
WC_2022,JT,Javelin Throw,F,distance,5,Mackenzie LITTLE,AUS,63.22,63.22,1138,
WC_2022,JT,Javelin Throw,F,distance,6,Līna MŪZE,LAT,61.26,61.26,1101,
WC_2022,JT,Javelin Throw,F,distance,7,Annu RANI,IND,61.12,61.12,1099,
WC_2022,JT,Javelin Throw,F,distance,8,Nikola OGRODNÍKOVÁ,CZE,60.18,60.18,1081,
WC_2022,JT,Javelin Throw,F,distance,9,Elizabeth GLEADLE,CAN,59.59,59.59,1070,
WC_2022,JT,Javelin Throw,F,distance,10,Liveta JASIŪNAITĖ,LTU,58.97,58.97,1059,
WC_2022,JT,Javelin Throw,F,distance,11,Sae TAKEMOTO,JPN,57.93,57.93,1040,
WC_2022,JT,Javelin Throw,F,distance,12,Annika Marie FUCHS,GER,56.46,56.46,1012,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,1,Kimberly GARCÍA LEÓN,PER,2:39:16,9556.00,1243,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,2,Katarzyna ZDZIEBŁO,POL,2:40:03,9603.00,1236,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,3,Shijie QIEYANG,CHN,2:40:37,9637.00,1231,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,4,Antigoni NTRISMPIOTI,GRE,2:41:58,9718.00,1218,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,5,Raquel GONZÁLEZ,ESP,2:42:27,9747.00,1214,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,6,Laura GARCÍA-CARO,ESP,2:42:45,9765.00,1211,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,7,Maocuo LI,CHN,2:44:28,9868.00,1195,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,8,Viviane LYRA,BRA,2:45:02,9902.00,1190,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,9,Serena SONODA,JPN,2:45:09,9909.00,1189,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,10,Lamei YIN,CHN,2:46:02,9962.00,1181,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,11,Olga NIEDZIAŁEK,POL,2:49:43,10183.00,1147,
WC_2022,35kmW,35 Kilometres Race Walk,F,time,12,Magaly BONILLA,ECU,2:50:39,10239.00,1139,
WC_2022,TJ,Triple Jump,M,distance,1,Pedro PICHARDO,POR,17.95,17.95,1266,
WC_2022,TJ,Triple Jump,M,distance,2,Hugues Fabrice ZANGO,BUR,17.55,17.55,1223,
WC_2022,TJ,Triple Jump,M,distance,3,Yaming ZHU,CHN,17.31,17.31,1198,
WC_2022,TJ,Triple Jump,M,distance,4,Andrea DALLAVALLE,ITA,17.25,17.25,1191,
WC_2022,TJ,Triple Jump,M,distance,5,Emmanuel IHEMEJE,ITA,17.17,17.17,1183,
WC_2022,TJ,Triple Jump,M,distance,6,Donald SCOTT,USA,17.14,17.14,1179,
WC_2022,TJ,Triple Jump,M,distance,7,Almir DOS SANTOS,BRA,16.87,16.87,1151,
WC_2022,TJ,Triple Jump,M,distance,8,Jean-Marc PONTVIANNE,FRA,16.86,16.86,1150,
WC_2022,TJ,Triple Jump,M,distance,9,Eldhose PAUL,IND,16.79,16.79,1142,
WC_2022,TJ,Triple Jump,M,distance,10,Tiago PEREIRA,POR,16.69,16.69,1132,
WC_2022,TJ,Triple Jump,M,distance,11,Will CLAYE,USA,16.54,16.54,1116,
WC_2022,JT,Javelin Throw,M,distance,1,Anderson PETERS,GRN,90.54,90.54,1251,
WC_2022,JT,Javelin Throw,M,distance,2,Neeraj CHOPRA,IND,88.13,88.13,1217,
WC_2022,JT,Javelin Throw,M,distance,3,Jakub VADLEJCH,CZE,88.09,88.09,1216,
WC_2022,JT,Javelin Throw,M,distance,4,Julian WEBER,GER,86.86,86.86,1199,
WC_2022,JT,Javelin Throw,M,distance,5,Arshad NADEEM,PAK,86.16,86.16,1189,
WC_2022,JT,Javelin Throw,M,distance,6,Lassi ETELÄTALO,FIN,82.70,82.70,1140,
WC_2022,JT,Javelin Throw,M,distance,7,Andrian MARDARE,MDA,82.26,82.26,1133,
WC_2022,JT,Javelin Throw,M,distance,8,Oliver HELANDER,FIN,82.24,82.24,1133,
WC_2022,JT,Javelin Throw,M,distance,9,Roderick Genki DEAN,JPN,80.69,80.69,1111,
WC_2022,JT,Javelin Throw,M,distance,10,Rohit YADAV,IND,78.72,78.72,1083,
WC_2022,JT,Javelin Throw,M,distance,11,Curtis THOMPSON,USA,78.39,78.39,1078,
WC_2022,JT,Javelin Throw,M,distance,12,Ihab ABDELRAHMAN,EGY,75.99,75.99,1044,
WC_2022,5000m,5000 Metres,F,time,1,Gudaf TSEGAY,ETH,14:46.29,886.29,1190,
WC_2022,5000m,5000 Metres,F,time,2,Beatrice CHEBET,KEN,14:46.75,887.75,1187,
WC_2022,5000m,5000 Metres,F,time,3,Dawit SEYAUM,ETH,14:47.36,887.36,1188,
WC_2022,5000m,5000 Metres,F,time,4,Margaret Chelimo KIPKEMBOI,KEN,14:47.71,888.71,1185,
WC_2022,5000m,5000 Metres,F,time,5,Letesenbet GIDEY,ETH,14:47.98,888.98,1184,
WC_2022,5000m,5000 Metres,F,time,6,Sifan HASSAN,NED,14:48.12,888.12,1186,
WC_2022,5000m,5000 Metres,F,time,7,Caroline Chepkoech KIPKIRUI,KAZ,14:54.80,895.80,1171,
WC_2022,5000m,5000 Metres,F,time,8,Karoline Bjerkeli GRØVDAL,NOR,14:57.62,898.62,1166,
WC_2022,5000m,5000 Metres,F,time,9,Elise CRANNY,USA,14:59.99,900.99,1161,
WC_2022,5000m,5000 Metres,F,time,10,Gloria KITE,KEN,15:01.22,901.22,1161,
WC_2022,5000m,5000 Metres,F,time,11,Eilish MCCOLGAN,GBR,15:03.03,903.03,1157,
WC_2022,5000m,5000 Metres,F,time,12,Nozomi TANAKA,JPN,15:19.35,919.35,1126,
WC_2022,5000m,5000 Metres,M,time,1,Jakob INGEBRIGTSEN,NOR,13:09.24,789.24,1176,
WC_2022,5000m,5000 Metres,M,time,2,Jacob KROP,KEN,13:09.98,790.98,1170,
WC_2022,5000m,5000 Metres,M,time,3,Oscar CHELIMO,UGA,13:10.20,790.20,1172,
WC_2022,5000m,5000 Metres,M,time,4,Luis GRIJALVA,GUA,13:10.44,790.44,1172,
WC_2022,5000m,5000 Metres,M,time,5,Mohammed AHMED,CAN,13:10.46,790.46,1172,
WC_2022,5000m,5000 Metres,M,time,6,Grant FISHER,USA,13:11.65,792.65,1164,
WC_2022,5000m,5000 Metres,M,time,7,Nicholas KIPKORIR,KEN,13:11.97,792.97,1163,
WC_2022,5000m,5000 Metres,M,time,8,Yomif KEJELCHA,ETH,13:12.09,792.09,1166,
WC_2022,5000m,5000 Metres,M,time,9,Joshua CHEPTEGEI,UGA,13:13.12,793.12,1162,
WC_2022,5000m,5000 Metres,M,time,10,Daniel Simiu EBENYO,KEN,13:16.64,797.64,1146,
WC_2022,5000m,5000 Metres,M,time,11,Abdihamid NUR,USA,13:18.05,798.05,1144,
WC_2022,5000m,5000 Metres,M,time,12,Selemon BAREGA,ETH,13:19.62,800.62,1135,
WC_2022,PV,Pole Vault,M,distance,1,Armand DUPLANTIS,SWE,6.21,6.21,1325,
WC_2022,PV,Pole Vault,M,distance,2,Christopher NILSEN,USA,5.94,5.94,1250,
WC_2022,PV,Pole Vault,M,distance,3,Ernest John OBIENA,PHI,5.94,5.94,1250,
WC_2022,PV,Pole Vault,M,distance,4,Thiago BRAZ,BRA,5.87,5.87,1231,
WC_2022,PV,Pole Vault,M,distance,5,Renaud LAVILLENIE,FRA,5.87,5.87,1231,
WC_2022,PV,Pole Vault,M,distance,5,Oleg ZERNIKEL,GER,5.87,5.87,1231,
WC_2022,PV,Pole Vault,M,distance,7,Bo Kanda LITA BAEHRE,GER,5.87,5.87,1231,
WC_2022,PV,Pole Vault,M,distance,8,Ersu ŞAŞMA,TUR,5.80,5.80,1212,
WC_2022,PV,Pole Vault,M,distance,9,Pål Haugen LILLEFOSSE,NOR,5.80,5.80,1212,
WC_2022,PV,Pole Vault,M,distance,10,Sondre GUTTORMSEN,NOR,5.70,5.70,1184,
WC_2022,PV,Pole Vault,M,distance,11,Ben BROEDERS,BEL,5.70,5.70,1184,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,1,Massimo STANO,ITA,2:23:14,8594.00,1239,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,2,Masatora KAWANO,JPN,2:23:15,8595.00,1238,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,3,Perseus KARLSTRÖM,SWE,2:23:44,8624.00,1233,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,4,Brian Daniel PINTADO,ECU,2:24:37,8677.00,1224,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,5,Xianghong HE,CHN,2:24:45,8685.00,1223,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,6,Evan DUNFEE,CAN,2:25:02,8702.00,1220,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,7,Caio BONFIM,BRA,2:25:14,8714.00,1218,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,8,Eider ARÉVALO,COL,2:25:21,8721.00,1217,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,9,Tomohiro NODA,JPN,2:25:29,8729.00,1215,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,10,Miguel Ángel LÓPEZ,ESP,2:25:58,8758.00,1210,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,11,Ricardo ORTIZ,MEX,2:27:11,8831.00,1198,
WC_2022,35kmW,35 Kilometres Race Walk,M,time,12,Ever Jair PALMA OLIVARES,MEX,2:27:55,8875.00,1190,
WC_2022,Decathlon,Decathlon,M,points,1,Kevin MAYER,FRA,8816,8816.00,1253,
WC_2022,Decathlon,Decathlon,M,points,2,Pierce LEPAGE,CAN,8701,8701.00,1235,
WC_2022,Decathlon,Decathlon,M,points,3,Zachery ZIEMEK,USA,8676,8676.00,1231,
WC_2022,Decathlon,Decathlon,M,points,4,Ayden OWENS-DELERME,PUR,8532,8532.00,1209,
WC_2022,Decathlon,Decathlon,M,points,5,Lindon VICTOR,GRN,8474,8474.00,1200,
WC_2022,Decathlon,Decathlon,M,points,6,Niklas KAUL,GER,8434,8434.00,1194,
WC_2022,Decathlon,Decathlon,M,points,7,Maicel UIBO,EST,8425,8425.00,1192,
WC_2022,Decathlon,Decathlon,M,points,8,Cedric DUBLER,AUS,8246,8246.00,1164,
WC_2022,Decathlon,Decathlon,M,points,9,Johannes ERM,EST,8227,8227.00,1161,
WC_2022,Decathlon,Decathlon,M,points,10,Leo NEUGEBAUER,GER,8182,8182.00,1154,
WC_2022,Decathlon,Decathlon,M,points,11,Kyle GARLAND,USA,8133,8133.00,1147,
WC_2022,Decathlon,Decathlon,M,points,12,Kai KAZMIREK,GER,8113,8113.00,1144,
WC_2022,800m,800 Metres,F,time,1,Athing MU,USA,1:56.30,116.30,1229,
WC_2022,800m,800 Metres,F,time,2,Keely HODGKINSON,GBR,1:56.38,116.38,1228,
WC_2022,800m,800 Metres,F,time,3,Mary MORAA,KEN,1:56.71,117.71,1204,
WC_2022,800m,800 Metres,F,time,4,Diribe WELTEJI,ETH,1:57.02,117.02,1216,
WC_2022,800m,800 Metres,F,time,5,Natoya GOULE,JAM,1:57.90,118.90,1182,
WC_2022,800m,800 Metres,F,time,6,Raevyn ROGERS,USA,1:58.26,118.26,1194,
WC_2022,800m,800 Metres,F,time,7,Anita HORVAT,SLO,1:59.83,120.83,1147,
WC_2022,800m,800 Metres,F,time,8,Ajee WILSON,USA,2:00.19,120.19,1159,
WC_2022,100mH,100 Metres Hurdles,F,time,1,Tobi AMUSAN,NGR,12.06,12.06,1280,
WC_2022,100mH,100 Metres Hurdles,F,time,2,Britany ANDERSON,JAM,12.23,12.23,1256,
WC_2022,100mH,100 Metres Hurdles,F,time,3,Jasmine CAMACHO-QUINN,PUR,12.23,12.23,1256,
WC_2022,100mH,100 Metres Hurdles,F,time,4,Alia ARMSTRONG,USA,12.31,12.31,1245,
WC_2022,100mH,100 Metres Hurdles,F,time,5,Cindy SEMBER,GBR,12.38,12.38,1235,
WC_2022,100mH,100 Metres Hurdles,F,time,6,Danielle WILLIAMS,JAM,12.44,12.44,1227,
WC_2022,100mH,100 Metres Hurdles,F,time,7,Devynne CHARLTON,BAH,12.53,12.53,1214,
WC_2022,LJ,Long Jump,F,distance,1,Malaika MIHAMBO,GER,7.12,7.12,1244,
WC_2022,LJ,Long Jump,F,distance,2,Ese BRUME,NGR,7.02,7.02,1222,
WC_2022,LJ,Long Jump,F,distance,3,Leticia ORO MELO,BRA,6.89,6.89,1194,
WC_2022,LJ,Long Jump,F,distance,4,Quanesha BURKS,USA,6.88,6.88,1191,
WC_2022,LJ,Long Jump,F,distance,5,Brooke BUSCHKUEHL,AUS,6.87,6.87,1189,
WC_2022,LJ,Long Jump,F,distance,6,Khaddi SAGNIA,SWE,6.87,6.87,1189,
WC_2022,LJ,Long Jump,F,distance,7,Ivana VULETA,SRB,6.84,6.84,1183,
WC_2022,LJ,Long Jump,F,distance,8,Maryna BEKH-ROMANCHUK,UKR,6.82,6.82,1178,
WC_2022,LJ,Long Jump,F,distance,9,Jazmin SAWYERS,GBR,6.62,6.62,1134,
WC_2022,LJ,Long Jump,F,distance,10,Lorraine UGEN,GBR,6.53,6.53,1114,
WC_2022,LJ,Long Jump,F,distance,11,Ruth USORO,NGR,6.52,6.52,1112,
WC_2022,LJ,Long Jump,F,distance,12,Tiffany FLYNN,USA,6.48,6.48,1103,
OLY_2021,100m,100 Metres,M,time,1,Lamont Marcell JACOBS,ITA,9.80,9.80,1276,
OLY_2021,100m,100 Metres,M,time,2,Fred KERLEY,USA,9.84,9.84,1262,
OLY_2021,100m,100 Metres,M,time,3,André DE GRASSE,CAN,9.89,9.89,1245,
OLY_2021,100m,100 Metres,M,time,4,Akani SIMBINE,RSA,9.93,9.93,1231,
OLY_2021,100m,100 Metres,M,time,5,Ronnie BAKER,USA,9.95,9.95,1224,
OLY_2021,100m,100 Metres,M,time,6,Bingtian SU,CHN,9.98,9.98,1213,
OLY_2021,100m,100 Metres,F,time,1,Elaine THOMPSON-HERAH,JAM,10.61,10.61,1286,
OLY_2021,100m,100 Metres,F,time,2,Shelly-Ann FRASER-PRYCE,JAM,10.74,10.74,1257,
OLY_2021,100m,100 Metres,F,time,3,Shericka JACKSON,JAM,10.76,10.76,1253,
OLY_2021,100m,100 Metres,F,time,4,Marie-Josée TA LOU,CIV,10.91,10.91,1220,
OLY_2021,100m,100 Metres,F,time,5,Ajla DEL PONTE,SUI,10.97,10.97,1206,
OLY_2021,100m,100 Metres,F,time,6,Mujinga KAMBUNDJI,SUI,10.99,10.99,1202,
OLY_2021,100m,100 Metres,F,time,7,Teahna DANIELS,USA,11.02,11.02,1195,
OLY_2021,100m,100 Metres,F,time,8,Daryll NEITA,GBR,11.12,11.12,1174,
OLY_2021,DT,Discus Throw,F,distance,1,Valarie Allman,USA,68.98,68.98,1237,
OLY_2021,DT,Discus Throw,F,distance,2,Kristin Pudenz,GER,66.86,66.86,1198,
OLY_2021,DT,Discus Throw,F,distance,3,Yaime Pérez,CUB,65.72,65.72,1177,
OLY_2021,DT,Discus Throw,F,distance,4,Sandra Perkovic,,65.01,65.01,1164,
OLY_2021,DT,Discus Throw,F,distance,5,Liliana Cá,POR,63.93,63.93,1144,
OLY_2021,DT,Discus Throw,F,distance,6,Kamal Preet Kaur,IND,63.7,63.70,1140,
OLY_2021,DT,Discus Throw,F,distance,7,Shadae Lawrence,JAM,62.12,62.12,1110,
OLY_2021,DT,Discus Throw,F,distance,8,Marike Steinacker,GER,62.02,62.02,1109,
OLY_2021,DT,Discus Throw,F,distance,9,Claudine Vita,GER,61.8,61.80,1105,
OLY_2021,DT,Discus Throw,F,distance,10,Chen Yang,CHN,61.57,61.57,1100,
OLY_2021,DT,Discus Throw,F,distance,11,Izabela Da Silva,BRA,60.39,60.39,1079,
OLY_2021,DT,Discus Throw,F,distance,12,Daisy Osakue,ITA,59.97,59.97,1071,
OLY_2021,100m,100 Metres,M,time,1,Lamont Marcell Jacobs,ITA,9.8,9.80,1276,
OLY_2021,100m,100 Metres,M,time,2,Fred Kerley,USA,9.84,9.84,1262,
OLY_2021,100m,100 Metres,M,time,3,Andre De Grasse,CAN,9.89,9.89,1245,
OLY_2021,100m,100 Metres,M,time,4,Akani Simbine,RSA,9.93,9.93,1231,
OLY_2021,100m,100 Metres,M,time,5,Ronnie Baker,USA,9.95,9.95,1224,
OLY_2021,100m,100 Metres,M,time,6,Su Bingtian,CHN,9.98,9.98,1213,
OLY_2021,1500m,1500 Metres,F,time,1,Faith Chepngetich Kipyegon,KEN,03:53.1,233.10,1262,
OLY_2021,1500m,1500 Metres,F,time,2,Laura Muir,GBR,03:54.5,235.50,1242,
OLY_2021,1500m,1500 Metres,F,time,3,Sifan Hassan,NED,03:55.9,236.90,1231,
OLY_2021,1500m,1500 Metres,F,time,4,Freweyni Gebreezibeher,ETH,03:57.6,238.60,1217,
OLY_2021,1500m,1500 Metres,F,time,5,Gabriela Stafford,CAN,03:58.9,239.90,1206,
OLY_2021,1500m,1500 Metres,F,time,6,Linden Hall,AUS,03:59.0,239.00,1214,
OLY_2021,1500m,1500 Metres,F,time,7,Winnie Nanyondo,UGA,03:59.8,240.80,1199,
OLY_2021,1500m,1500 Metres,F,time,8,Nozomi Tanaka,JPN,03:59.9,240.90,1198,
OLY_2021,1500m,1500 Metres,F,time,9,Marta Pérez,ESP,04:00.1,240.10,1205,
OLY_2021,1500m,1500 Metres,F,time,10,Elle Purrier St. Pierre,USA,04:01.8,242.80,1183,
OLY_2021,1500m,1500 Metres,F,time,11,Jessica Hull,AUS,04:02.6,243.60,1177,
OLY_2021,1500m,1500 Metres,F,time,12,Cory Mcgee,USA,04:05.5,245.50,1162,
OLY_2021,DT,Discus Throw,M,distance,1,Daniel Ståhl,SWE,68.9,68.90,1224,
OLY_2021,DT,Discus Throw,M,distance,2,Simon Pettersson,SWE,67.39,67.39,1196,
OLY_2021,DT,Discus Throw,M,distance,3,Lukas Weißhaidinger,AUT,67.07,67.07,1190,
OLY_2021,DT,Discus Throw,M,distance,4,Matthew Denny,AUS,67.02,67.02,1190,
OLY_2021,DT,Discus Throw,M,distance,5,Kristjan Ceh,SLO,66.37,66.37,1178,
OLY_2021,DT,Discus Throw,M,distance,6,Andrius Gudžius,LTU,64.11,64.11,1136,
OLY_2021,DT,Discus Throw,M,distance,7,Mauricio Ortega,COL,64.08,64.08,1135,
OLY_2021,DT,Discus Throw,M,distance,8,Sam Mattis,USA,63.88,63.88,1132,
OLY_2021,DT,Discus Throw,M,distance,9,Chad Wright,JAM,62.56,62.56,1107,
OLY_2021,DT,Discus Throw,M,distance,10,Daniel Jasinski,GER,62.44,62.44,1105,
OLY_2021,DT,Discus Throw,M,distance,11,Clemens Prüfer,GER,61.75,61.75,1093,
OLY_2021,DT,Discus Throw,M,distance,12,Ola Stunes Isene,NOR,61.18,61.18,1082,
OLY_2021,1500m,1500 Metres,M,time,1,Jakob Ingebrigtsen,NOR,03:28.3,208.30,1269,
OLY_2021,1500m,1500 Metres,M,time,2,Timothy Cheruiyot,KEN,03:29.0,209.00,1259,
OLY_2021,1500m,1500 Metres,M,time,3,Josh Kerr,GBR,03:29.0,209.00,1259,
OLY_2021,1500m,1500 Metres,M,time,4,Abel Kipsang,KEN,03:29.6,210.60,1236,
OLY_2021,1500m,1500 Metres,M,time,5,Adel Mechaal,ESP,03:30.8,211.80,1219,
OLY_2021,1500m,1500 Metres,M,time,6,Cole Hocker,USA,03:31.4,211.40,1225,
OLY_2021,1500m,1500 Metres,M,time,7,Stewart Mcsweyn,AUS,03:31.9,212.90,1204,
OLY_2021,1500m,1500 Metres,M,time,8,Michal Rozmys,POL,03:32.7,213.70,1193,
OLY_2021,1500m,1500 Metres,M,time,9,Jake Heyward,GBR,03:34.4,214.40,1183,
OLY_2021,1500m,1500 Metres,M,time,10,Jake Wightman,GBR,03:35.1,215.10,1173,
OLY_2021,1500m,1500 Metres,M,time,11,Oliver Hoare,AUS,03:35.8,216.80,1150,
OLY_2021,1500m,1500 Metres,M,time,12,Charles Grethen,LUX,03:36.8,217.80,1136,
OLY_2021,100m,100 Metres,F,time,1,Elaine Thompson-Herah,JAM,10.61,10.61,1286,
OLY_2021,100m,100 Metres,F,time,2,Shelly-Ann Fraser-Pryce,JAM,10.74,10.74,1257,
OLY_2021,100m,100 Metres,F,time,3,Shericka Jackson,JAM,10.76,10.76,1253,
OLY_2021,100m,100 Metres,F,time,4,Marie Josée Ta Lou,CIV,10.91,10.91,1220,
