name,id,date,competition,venue,indoor,disciplineCode,disciplineNameUrlSlug,typeNameUrlSlug,discipline,country,category,race,place,mark,wind,notlegal,resultscore,remark,__typename
Kelsey-Lee Barber,14336705,19-Jan-13,"Canberra AACT Summer Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,48.7,,FALSE,869,,resultsByDateResults
Kelsey-Lee Barber,14336705,10-Feb-13,"Canberra AACT Ch., Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,54.97,,FALSE,985,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Mar-13,"Sydney NSW Open Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,55.39,,FALSE,993,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Mar-13,"Sydney Track Classic, Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,2,55.74,,FALSE,999,,resultsByDateResults
Kelsey-Lee Barber,14336705,27-Mar-13,"Brisbane Queensland Ch., Brisbane",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,51.83,,FALSE,927,,resultsByDateResults
Kelsey-Lee Barber,14336705,13-Apr-13,"Sydney Australian Open Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,58.58,,FALSE,1052,,resultsByDateResults
Kelsey-Lee Barber,14336705,24-Jan-14,"Canberra AACT Summer Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,60.12,,FALSE,1080,,resultsByDateResults
Kelsey-Lee Barber,14336705,8-Feb-14,"Canberra AACT Ch., Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,63.92,,FALSE,1151,,resultsByDateResults
Kelsey-Lee Barber,14336705,15-Feb-14,"Adelaide Track Classic, Adelaide",Adelaide (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,3,55.02,,FALSE,986,,resultsByDateResults
Kelsey-Lee Barber,14336705,22-Feb-14,"Perth Track Classic, Perth",Perth (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,2,61.99,,FALSE,1115,,resultsByDateResults
Kelsey-Lee Barber,14336705,22-Mar-14,"Melbourne IAAF World Challenge, Albert Park, Melbourne","Albert Park, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,3,56.7,,FALSE,1017,,resultsByDateResults
Kelsey-Lee Barber,14336705,4-Apr-14,"Melbourne Australian Ch., Albert Park, Melbourne","Albert Park, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,3,54.75,,FALSE,981,,resultsByDateResults
Kelsey-Lee Barber,14336705,5-Apr-14,"Melbourne Australian Ch., Albert Park, Melbourne","Albert Park, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,58.58,,FALSE,1052,,resultsByDateResults
Kelsey-Lee Barber,14336705,15-Jun-14,"Canberra AACT High Noon Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,51.98,,FALSE,930,,resultsByDateResults
Kelsey-Lee Barber,14336705,29-Jun-14,"Canberra AACT High Noon Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,53.28,,FALSE,954,,resultsByDateResults
Kelsey-Lee Barber,14336705,20-Jul-14,"Birmingham UK Athletics Jumps & Throws Fest, Birmingham",Birmingham (GBR),FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,F,F,1,58.38,,FALSE,1048,,resultsByDateResults
Kelsey-Lee Barber,14336705,30-Jul-14,"Glasgow Commonwealth Games, Hampden Park, Glasgow","Hampden Park, Glasgow (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,A,F,3,62.95,,FALSE,1133,,resultsByDateResults
Kelsey-Lee Barber,14336705,14-Nov-14,"Perth Strive Interclub, Perth",Perth (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,F6,3,13.8,1.1,FALSE,667,,resultsByDateResults
Kelsey-Lee Barber,14336705,14-Dec-14,"Canberra AACT Summer Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,53.3,,FALSE,954,,resultsByDateResults
Kelsey-Lee Barber,14336705,30-Jan-15,Canberra,Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,57.85,,FALSE,1038,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Feb-15,Adelaide,Adelaide (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,3,59.71,,FALSE,1073,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-Feb-15,"Canberra Track Classic, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,63.78,,FALSE,1148,,resultsByDateResults
Kelsey-Lee Barber,14336705,14-Feb-15,"Perth Jandakot City Track Classic, Perth",Perth (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,3,58.5,,FALSE,1050,,resultsByDateResults
Kelsey-Lee Barber,14336705,21-Feb-15,"Adelaide Track Classic, Adelaide",Adelaide (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,3,59.71,,FALSE,1073,,resultsByDateResults
Kelsey-Lee Barber,14336705,21-Mar-15,"Melbourne IAAF World Challenge, Albert Park, Melbourne","Albert Park, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,4,62.22,,FALSE,1119,,resultsByDateResults
Kelsey-Lee Barber,14336705,27-Mar-15,"Brisbane Australian Ch., Brisbane",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,2,56.48,,FALSE,1013,,resultsByDateResults
Kelsey-Lee Barber,14336705,28-Mar-15,"Brisbane Australian Ch., Brisbane",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,58.61,,FALSE,1052,,resultsByDateResults
Kelsey-Lee Barber,14336705,8-Jun-15,"Memoriál Josefa Odložila, Stadion Juliska, Praha","Stadion Juliska, Praha (CZE)",FALSE,JT,javelin-throw,throws,Javelin Throw,CZE,C,F,8,58.87,,FALSE,1057,,resultsByDateResults
Kelsey-Lee Barber,14336705,13-Jun-15,"Leiden Gouden Spike, Leiden",Leiden (NED),FALSE,JT,javelin-throw,throws,Javelin Throw,NED,E,F,1,59.45,,FALSE,1068,,resultsByDateResults
Kelsey-Lee Barber,14336705,25-Jun-15,"Sollentuna Folksam GP, Sollentuna",Sollentuna (SWE),FALSE,JT,javelin-throw,throws,Javelin Throw,SWE,D,F,1,63.17,,FALSE,1137,,resultsByDateResults
Kelsey-Lee Barber,14336705,28-Jun-15,"Pihtipudas Javelin Throw Carnival, Pihtipudas",Pihtipudas (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F1,1,61.74,,FALSE,1110,,resultsByDateResults
Kelsey-Lee Barber,14336705,15-Aug-15,"Chiba Juntendo Int. Meeting, Chiba",Chiba (JPN),FALSE,JT,javelin-throw,throws,Javelin Throw,JPN,E,F,1,59.58,,FALSE,1070,,resultsByDateResults
Kelsey-Lee Barber,14336705,28-Aug-15,"Beijing IAAF World Championships, National Stadium, Beijing","National Stadium, Beijing (CHN)",FALSE,JT,javelin-throw,throws,Javelin Throw,CHN,OW,Q1,10,60.18,,FALSE,1081,,resultsByDateResults
Kelsey-Lee Barber,14336705,6-Feb-16,"Canberra AACT Ch., Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,57.92,,FALSE,1039,,resultsByDateResults
Kelsey-Lee Barber,14336705,20-Feb-16,"Canberra Track Classic, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,59.02,,FALSE,1060,,resultsByDateResults
Kelsey-Lee Barber,14336705,5-Mar-16,"Melbourne IAAF World Challenge, Albert Park, Melbourne","Albert Park, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,56.1,,FALSE,1006,,resultsByDateResults
Kelsey-Lee Barber,14336705,3-Jul-16,"Pihtipudas Javelin Throw Carnival, Pihtipudas",Pihtipudas (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F1,2,57.47,,FALSE,1031,,resultsByDateResults
Kelsey-Lee Barber,14336705,14-Jul-16,Lahti,Lahti (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F,3,58.52,,FALSE,1051,,resultsByDateResults
Kelsey-Lee Barber,14336705,23-Jul-16,"Ninove Memorial Geert Rasschaert, Ninove",Ninove (BEL),FALSE,JT,javelin-throw,throws,Javelin Throw,BEL,E,F,2,52.43,,FALSE,938,,resultsByDateResults
Kelsey-Lee Barber,14336705,16-Aug-16,"Rio de Janeiro Olympic Games, Estádio Olímpico, Rio de Janeiro","Estádio Olímpico, Rio de Janeiro (BRA)",FALSE,JT,javelin-throw,throws,Javelin Throw,BRA,OW,Q2,13,55.25,,FALSE,990,,resultsByDateResults
Kelsey-Lee Barber,14336705,17-Feb-17,"Canberra AACT Ch., Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,59.2,,FALSE,1063,,resultsByDateResults
Kelsey-Lee Barber,14336705,24-Feb-17,"Sydney NSW Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,59.18,,FALSE,1063,,resultsByDateResults
Kelsey-Lee Barber,14336705,12-Mar-17,"Canberra Summer of aths Grand Prix, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,60.96,,FALSE,1096,,resultsByDateResults
Kelsey-Lee Barber,14336705,30-Mar-17,"Sydney Australian Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,1,56.21,,FALSE,1008,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Apr-17,"Sydney Australian Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,1,61.4,,FALSE,1104,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-May-17,"Canberra High Noon Series, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,57.37,,FALSE,1029,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Jun-17,"Lahti Eliittikisat, Lahti",Lahti (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F,5,55.44,,FALSE,994,,resultsByDateResults
Kelsey-Lee Barber,14336705,13-Jun-17,"Turku Paavo Nurmi Games, Paavo Nurmi Stadium, Turku","Paavo Nurmi Stadium, Turku (FIN)",FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,A,F,2,64.06,,FALSE,1153,,resultsByDateResults
Kelsey-Lee Barber,14336705,17-Jun-17,"Kuortane Elittikisat, Kuortane",Kuortane (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,E,F,1,60.09,,FALSE,1080,,resultsByDateResults
Kelsey-Lee Barber,14336705,6-Jul-17,"Lausanne Athletissima, Stade Olympique de la Pontaise, Lausanne - Diamond Discipline","Stade Olympique de la Pontaise, Lausanne (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,GW,F,4,64.06,,FALSE,1153,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Jul-17,"London Müller Anniversary Games, Olympic Stadium, London - Diamond Discipline","Olympic Stadium, London (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,GW,F,5,64.38,,FALSE,1159,,resultsByDateResults
Kelsey-Lee Barber,14336705,6-Aug-17,"London IAAF World Championships in Athletics, Olympic Stadium, London","Olympic Stadium, London (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,OW,Q1,3,63.7,,FALSE,1147,,resultsByDateResults
Kelsey-Lee Barber,14336705,8-Aug-17,"London IAAF World Championships in Athletics, Olympic Stadium, London","Olympic Stadium, London (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,OW,F,10,60.76,,FALSE,1092,,resultsByDateResults
Kelsey-Lee Barber,14336705,24-Aug-17,"Zürich Weltklasse, Letzigrund, Zürich - Diamond Discipline","Letzigrund, Zürich (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,DF,F,2,64.53,,FALSE,1162,,resultsByDateResults
Kelsey-Lee Barber,14336705,20-Jan-18,"Canberra Summer Down Under, Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,60.12,,FALSE,1080,,resultsByDateResults
Kelsey-Lee Barber,14336705,27-Jan-18,"Canberra AACT Ch., Canberra",Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,2,59.22,,FALSE,1064,,resultsByDateResults
Kelsey-Lee Barber,14336705,10-Feb-18,Canberra,Canberra (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,1,60.99,,FALSE,1096,,resultsByDateResults
Kelsey-Lee Barber,14336705,16-Feb-18,"Gold Coast Australian Ch., Gold Coast",Gold Coast (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,2,53.33,,FALSE,955,,resultsByDateResults
Kelsey-Lee Barber,14336705,17-Feb-18,"Gold Coast Australian Ch., Gold Coast",Gold Coast (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,62.21,,FALSE,1119,,resultsByDateResults
Kelsey-Lee Barber,14336705,17-Mar-18,"Sydney Athletics Grand Prix, Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,2,55.27,,FALSE,990,,resultsByDateResults
Kelsey-Lee Barber,14336705,28-Mar-18,"Brisbane Queensland International Track Classic, Brisbane",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,E,F,1,64.57,,FALSE,1163,,resultsByDateResults
Kelsey-Lee Barber,14336705,11-Apr-18,"Gold Coast Commonwealth Games, Gold Coast",Gold Coast (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,A,F,2,63.89,,FALSE,1150,,resultsByDateResults
Kelsey-Lee Barber,14336705,12-May-18,"Shanghai IAAF Diamond League, Shanghai Stadium, Shanghai - Diamond Discipline","Shanghai Stadium, Shanghai (CHN)",FALSE,JT,javelin-throw,throws,Javelin Throw,CHN,GW,F,8,57.47,,FALSE,1031,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-Jun-18,"Oslo Bislett Games, Bislett Stadion, Oslo - Diamond Discipline","Bislett Stadion, Oslo (NOR)",FALSE,JT,javelin-throw,throws,Javelin Throw,NOR,GW,F,9,54.61,,FALSE,978,,resultsByDateResults
Kelsey-Lee Barber,14336705,23-Jun-18,"Kuortane Motonet GP, Kuortane",Kuortane (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F,2,61.48,,FALSE,1105,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Jul-18,Pihtipudas,Pihtipudas (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F1,1,56.71,,FALSE,1017,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-Jul-18,Lahti,Lahti (FIN),FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,F,F,1,59.25,,FALSE,1064,,resultsByDateResults
Kelsey-Lee Barber,14336705,21-Jul-18,"London Müller Anniversary Games, Olympic Stadium, London - Diamond Discipline","Olympic Stadium, London (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,GW,F,3,64.11,,FALSE,1154,,resultsByDateResults
Kelsey-Lee Barber,14336705,23-Aug-18,"Rovereto Palio Città della Quercia, Rovereto",Rovereto (ITA),FALSE,JT,javelin-throw,throws,Javelin Throw,ITA,B,F,2,61.22,,FALSE,1101,,resultsByDateResults
Kelsey-Lee Barber,14336705,2-Sep-18,"Berlin ISTAF, Olympiastadion, Berlin","Olympiastadion, Berlin (GER)",FALSE,JT,javelin-throw,throws,Javelin Throw,GER,A,F,1,62.7,,FALSE,1128,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Sep-18,"Ostrava IAAF Continental Cup, Ostrava",Ostrava (CZE),FALSE,JT,javelin-throw,throws,Javelin Throw,CZE,GW,F,6,59.32,,FALSE,1065,,resultsByDateResults
Kelsey-Lee Barber,14336705,23-Mar-19,"Queensland International Track Classic, Brisbane",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,1,62.65,,FALSE,1127,,resultsByDateResults
Kelsey-Lee Barber,14336705,4-Apr-19,"Australian Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,1,62,,FALSE,1115,,resultsByDateResults
Kelsey-Lee Barber,14336705,6-Apr-19,"Australian Ch., Sydney",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,1,63.33,,FALSE,1140,,resultsByDateResults
Kelsey-Lee Barber,14336705,18-May-19,"IAAF Diamond League, Shanghai Stadium, Shanghai - Diamond Discipline","Shanghai Stadium, Shanghai (CHN)",FALSE,JT,javelin-throw,throws,Javelin Throw,CHN,GW,F,6,61.4,,FALSE,1104,,resultsByDateResults
Kelsey-Lee Barber,14336705,21-Jun-19,"Oceania Invitational, Townsville",Townsville (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,D,F,1,61.04,,FALSE,1097,,resultsByDateResults
Kelsey-Lee Barber,14336705,26-Jun-19,"Oceania Championships, Townsville",Townsville (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,GL,F,1,65.61,,FALSE,1182,,resultsByDateResults
Kelsey-Lee Barber,14336705,5-Jul-19,"Athletissima, Stade Olympique de la Pontaise, Lausanne - Diamond Discipline","Stade Olympique de la Pontaise, Lausanne (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,GW,F,2,65.63,,FALSE,1182,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Jul-19,"Spitzen Leichtathletik, Luzern",Luzern (SUI),FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,B,F,1,67.7,,FALSE,1221,,resultsByDateResults
Kelsey-Lee Barber,14336705,20-Jul-19,"Müller Anniversary Games, Olympic Stadium, London - Diamond Discipline","Olympic Stadium, London (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,GW,F,2,65.85,,FALSE,1187,,resultsByDateResults
Kelsey-Lee Barber,14336705,29-Aug-19,"Weltklasse, Letzigrund, Zürich - Diamond Discipline","Letzigrund, Zürich (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,DF,F,2,64.74,,FALSE,1166,,resultsByDateResults
Kelsey-Lee Barber,14336705,30-Sep-19,"IAAF World Championships in Athletics, Khalifa International Stadium, Doha","Khalifa International Stadium, Doha (QAT)",FALSE,JT,javelin-throw,throws,Javelin Throw,QAT,OW,Q1,5,61.08,,FALSE,1098,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Oct-19,"IAAF World Championships in Athletics, Khalifa International Stadium, Doha","Khalifa International Stadium, Doha (QAT)",FALSE,JT,javelin-throw,throws,Javelin Throw,QAT,OW,F,1,66.56,,FALSE,1200,,resultsByDateResults
Kelsey-Lee Barber,14336705,13-Feb-21,"AACT Ch., AIS Athletics Track, Canberra","AIS Athletics Track, Canberra (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,E,F,1,55.93,,FALSE,1003,,resultsByDateResults
Kelsey-Lee Barber,14336705,11-Mar-21,"Canberra Track Classic, AIS Athletics Track, Canberra","AIS Athletics Track, Canberra (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,C,F,2,53.46,,FALSE,957,,resultsByDateResults
Kelsey-Lee Barber,14336705,27-Mar-21,"Queensland Track Classic, QSAC, Nathan, Brisbane","QSAC, Nathan, Brisbane (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,3,57.74,,FALSE,1036,,resultsByDateResults
Kelsey-Lee Barber,14336705,15-Apr-21,"Australian Ch., SOPAC, Sydney","SOPAC, Sydney (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,Q,2,57.32,,FALSE,1028,,resultsByDateResults
Kelsey-Lee Barber,14336705,17-Apr-21,"Australian Ch., SOPAC, Sydney","SOPAC, Sydney (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,61.09,,FALSE,1098,,resultsByDateResults
Kelsey-Lee Barber,14336705,5-Jun-21,"Oceania Invitational 1, Performance Centre, Gold Coast","Performance Centre, Gold Coast (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,D,F,4,54.1,,FALSE,969,,resultsByDateResults
Kelsey-Lee Barber,14336705,26-Jun-21,"Kuortane Games, Kuortaneen keskusurheilukenttä, Kuortane","Kuortaneen keskusurheilukenttä, Kuortane (FIN)",FALSE,JT,javelin-throw,throws,Javelin Throw,FIN,C,F,1,60.05,,FALSE,1079,,resultsByDateResults
Kelsey-Lee Barber,14336705,1-Jul-21,"Bislett Games, Bislett Stadion, Oslo - Diamond Discipline","Bislett Stadion, Oslo (NOR)",FALSE,JT,javelin-throw,throws,Javelin Throw,NOR,GW,F,3,60.86,,FALSE,1094,,resultsByDateResults
Kelsey-Lee Barber,14336705,3-Aug-21,"The XXXII Olympic Games, National Stadium, Tokyo","National Stadium, Tokyo (JPN)",FALSE,JT,javelin-throw,throws,Javelin Throw,JPN,OW,Q2,2,62.59,,FALSE,1126,,resultsByDateResults
Kelsey-Lee Barber,14336705,6-Aug-21,"The XXXII Olympic Games, National Stadium, Tokyo","National Stadium, Tokyo (JPN)",FALSE,JT,javelin-throw,throws,Javelin Throw,JPN,OW,F,3,64.56,,FALSE,1163,,resultsByDateResults
Kelsey-Lee Barber,14336705,21-Aug-21,"CITIUS Meeting, Stadion Wankdorf, Bern - Diamond Discipline","Stadion Wankdorf, Bern (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,GW,F,7,58.11,,FALSE,1043,,resultsByDateResults
Kelsey-Lee Barber,14336705,31-Aug-21,"Palio Città della Quercia, Stadio Quercia, Rovereto - Diamond Discipline","Stadio Quercia, Rovereto (ITA)",FALSE,JT,javelin-throw,throws,Javelin Throw,ITA,GW,F,4,60.72,,FALSE,1091,,resultsByDateResults
Kelsey-Lee Barber,14336705,5-Sep-21,"LOTTO Silesia Memoriał Kamili Skolimowskiej, Stadion Śląski, Chorzów","Stadion Śląski, Chorzów (POL)",FALSE,JT,javelin-throw,throws,Javelin Throw,POL,A,F,3,60.61,,FALSE,1089,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Sep-21,"Weltklasse, Letzigrund, Zürich - Diamond Discipline","Letzigrund, Zürich (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,DF,F,2,62.68,,FALSE,1128,,resultsByDateResults
Kelsey-Lee Barber,14336705,19-Mar-22,"Melbourne Track Classic, Lakeside Stadium, Melbourne","Lakeside Stadium, Melbourne (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,C,F,2,60.31,,FALSE,1084,,resultsByDateResults
Kelsey-Lee Barber,14336705,9-Apr-22,"Brisbane Track Classic, QSAC, Nathan, Brisbane","QSAC, Nathan, Brisbane (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,B,F,2,56.66,,FALSE,1016,,resultsByDateResults
Kelsey-Lee Barber,14336705,8-May-22,"Seiko Golden Grand Prix, National Stadium, Tokyo","National Stadium, Tokyo (JPN)",FALSE,JT,javelin-throw,throws,Javelin Throw,JPN,A,F,3,61,,FALSE,1097,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-Jun-22,"Oceania Athletics Championships, Aquatic and Recreation Centre, Mackay","Aquatic and Recreation Centre, Mackay (AUS)",FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,GL,F,3,60.63,,FALSE,1090,,resultsByDateResults
Kelsey-Lee Barber,14336705,18-Jun-22,"Meeting de Paris, Stade Charléty, Paris - Diamond Discipline","Stade Charléty, Paris (FRA)",FALSE,JT,javelin-throw,throws,Javelin Throw,FRA,GW,F,5,60.6,,FALSE,1089,,resultsByDateResults
Kelsey-Lee Barber,14336705,3-Jul-22,"2022 Pre World Championships Invitational, Foote Field, Edmonton","Foote Field, Edmonton (CAN)",FALSE,JT,javelin-throw,throws,Javelin Throw,CAN,B,F,1,61.4,,FALSE,1104,,resultsByDateResults
Kelsey-Lee Barber,14336705,20-Jul-22,"World Athletics Championships, Oregon 2022, Hayward Field, Eugene, OR","Hayward Field, Eugene, OR (USA)",FALSE,JT,javelin-throw,throws,Javelin Throw,USA,OW,Q2,3,61.27,,FALSE,1102,,resultsByDateResults
Kelsey-Lee Barber,14336705,22-Jul-22,"World Athletics Championships, Oregon 2022, Hayward Field, Eugene, OR","Hayward Field, Eugene, OR (USA)",FALSE,JT,javelin-throw,throws,Javelin Throw,USA,OW,F,1,66.91,,FALSE,1206,,resultsByDateResults
Kelsey-Lee Barber,14336705,7-Aug-22,"XXII Commonwealth Games, Alexander Stadium, Birmingham","Alexander Stadium, Birmingham (GBR)",FALSE,JT,javelin-throw,throws,Javelin Throw,GBR,A,F,1,64.43,,FALSE,1160,,resultsByDateResults
Kelsey-Lee Barber,14336705,10-Aug-22,"Herculis EBS, Stade Louis II, Monaco - Diamond Discipline","Stade Louis II, Monaco (MON)",FALSE,JT,javelin-throw,throws,Javelin Throw,MON,GW,F,1,64.5,,FALSE,1161,,resultsByDateResults
Kelsey-Lee Barber,14336705,2-Sep-22,"Memorial van Damme, Boudewijnstadion, Bruxelles - Diamond Discipline","Boudewijnstadion, Bruxelles (BEL)",FALSE,JT,javelin-throw,throws,Javelin Throw,BEL,GW,F,4,61.07,,FALSE,1098,,resultsByDateResults
Kelsey-Lee Barber,14336705,8-Sep-22,"Weltklasse, Letzigrund, Zürich - Diamond Discipline","Letzigrund, Zürich (SUI)",FALSE,JT,javelin-throw,throws,Javelin Throw,SUI,DF,F,2,63.72,,FALSE,1147,,resultsByDateResults
Nicola Olyslagers,14455361,21-Jan-12,"Sydney Hunter Track Classic, Sydney",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,5,1.7,,FALSE,926,,resultsByDateResults
Nicola Olyslagers,14455361,18-Feb-12,"Sydney Track Classic, Sydney",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,D,F,6,1.75,,FALSE,974,,resultsByDateResults
Nicola Olyslagers,14455361,15-Mar-12,"Sydney Australian U17 Ch., Sydney",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,3,1.75,,FALSE,974,,resultsByDateResults
Nicola Olyslagers,14455361,31-Mar-12,"Sydney NSW Open Ch., Sydney",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,1.78,,FALSE,1004,,resultsByDateResults
Nicola Olyslagers,14455361,13-Oct-12,"Sydney NSW All Schools Ch., Sydney - U18 Events",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,1.74,,FALSE,965,,resultsByDateResults
