name,id,date,competition,venue,indoor,disciplineCode,disciplineNameUrlSlug,typeNameUrlSlug,discipline,country,category,race,place,mark,wind,notlegal,resultscore,remark,__typename
Sinead Diver,14490253,27-Feb-18,Melbourne,Melbourne (AUS),FALSE,5000,5000-metres,middle-long,5000 Metres,AUS,F,F1,2,16:13.3h,,FALSE,1025,,resultsByDateResults
Sinead Diver,14490253,24-Mar-18,"Valencia IAAF World Half Marathon Championships, Valencia",Valencia (ESP),FALSE,HMAR,half-marathon,road-running,Half Marathon,ESP,GW,F,23,1:11:40,,FALSE,1096,,resultsByDateResults
Sinead Diver,14490253,22-Apr-18,"Gifu Seiryu Half Marathon, Gifu",Gifu (JPN),FALSE,HMAR,half-marathon,road-running,Half Marathon,JPN,A,F,5,1:13:23,,FALSE,1061,,resultsByDateResults
Sinead Diver,14490253,3-Jun-18,"Launceston 10K, Launceston",Launceston (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,F,F,1,31:59:00,,FALSE,1141,,resultsByDateResults
Sinead Diver,14490253,1-Jul-18,"Gold Coast Half Marathon, Gold Coast",Gold Coast (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,E,F,2,1:09:53,,FALSE,1132,,resultsByDateResults
Sinead Diver,14490253,22-Jul-18,"Melbourne Victorian Road Race Ch., Melbourne",Melbourne (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,F,F,1,33:03:00,,FALSE,1084,,resultsByDateResults
Sinead Diver,14490253,29-Jul-18,"Sydney Harbour 10K, Sydney",Sydney (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,F,F,1,32:43:00,,FALSE,1101,,resultsByDateResults
Sinead Diver,14490253,19-Aug-18,"Sunshine Coast Australian Half Marathon Ch., Sunshine Coast",Sunshine Coast (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,B,F,1,1:09:20,,FALSE,1143,,resultsByDateResults
Sinead Diver,14490253,16-Sep-18,"Adelaide Australian 12 km Road Running Ch., Adelaide",Adelaide (AUS),FALSE,12RR,12-kilometres,road-running,12 Kilometres,AUS,D,F,1,37:54:00,,FALSE,0,,resultsByDateResults
Sinead Diver,14490253,14-Oct-18,"Melbourne Marathon, Melbourne",Melbourne (AUS),FALSE,MAR,marathon,road-running,Marathon,AUS,E,F,1,2:25:19,,FALSE,1179,,resultsByDateResults
Sinead Diver,14490253,13-Dec-18,"Melbourne Zatopek:10, Melbourne - Australian 10,000m Ch.",Melbourne (AUS),FALSE,10K,10000-metres,middle-long,"10,000 Metres",AUS,B,F,2,31:51.0,,FALSE,1147,,resultsByDateResults
Sinead Diver,14490253,22-Dec-18,"Geelong Steigen Spectacular, Geelong",Geelong (AUS),FALSE,5000,5000-metres,middle-long,5000 Metres,AUS,F,F,1,15:23.7,,FALSE,1118,,resultsByDateResults
Sinead Diver,14490253,3-Feb-19,"Kagawa Marugame International Half Marathon, Marugame",Marugame (JPN),FALSE,HMAR,half-marathon,road-running,Half Marathon,JPN,B,F,3,1:08:55,,FALSE,1152,,resultsByDateResults
Sinead Diver,14490253,23-Feb-19,"Track Classic, Sydney",Sydney (AUS),FALSE,5000,5000-metres,middle-long,5000 Metres,AUS,B,F,3,15:35.7,,FALSE,1095,,resultsByDateResults
Sinead Diver,14490253,28-Apr-19,"Virgin Money London Marathon, London",London (GBR),FALSE,MAR,marathon,road-running,Marathon,GBR,GL,F,7,2:24:11,,FALSE,1191,,resultsByDateResults
Sinead Diver,14490253,27-Jun-19,"Oceania Championships, Townsville",Townsville (AUS),FALSE,10K,10000-metres,middle-long,"10,000 Metres",AUS,GL,F,1,32:25.9,,FALSE,1116,,resultsByDateResults
Sinead Diver,14490253,7-Jul-19,"Half Marathon, Gold Coast - Oceania Half Marathon Championships",Gold Coast (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,C,F,1,1:09:46,,FALSE,1134,,resultsByDateResults
Sinead Diver,14490253,4-Aug-19,"Half Marathon, Sunshine Coast - Australian Half Marathon Ch.",Sunshine Coast (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,B,F,2,1:09:08,,FALSE,1148,,resultsByDateResults
Sinead Diver,14490253,8-Sep-19,"South Shields Great North Run, South Shields",South Shields (GBR),FALSE,HMAR,half-marathon,road-running,Half Marathon,GBR,E,F,6,1:09:32,,TRUE,1131,,resultsByDateResults
Sinead Diver,14490253,28-Sep-19,"IAAF World Championships in Athletics, Khalifa International Stadium, Doha","Khalifa International Stadium, Doha (QAT)",FALSE,10K,10000-metres,middle-long,"10,000 Metres",QAT,OW,F,14,31:25.5,,FALSE,1170,,resultsByDateResults
Sinead Diver,14490253,3-Nov-19,"TCS New York City Marathon, New York, NY","New York, NY (USA)",FALSE,MAR,marathon,road-running,Marathon,USA,GL,F,5,2:26:23,,FALSE,1169,,resultsByDateResults
Sinead Diver,14490253,2-Feb-20,"Kagawa Marugame International Half Marathon, Marugame",Marugame (JPN),FALSE,HMAR,half-marathon,road-running,Half Marathon,JPN,B,F,4,1:08:50,,FALSE,1154,,resultsByDateResults
Sinead Diver,14490253,4-Oct-20,"Virgin Money London Marathon, London",London (GBR),FALSE,MAR,marathon,road-running,Marathon,GBR,GW,F,8,2:27:07,,FALSE,1161,,resultsByDateResults
Sinead Diver,14490253,13-Dec-20,"Launceston Running Festival C5 Pro-Solutions Launceston 10, Launceston",Launceston (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,F,F,5,32:16:00,,FALSE,1125,,resultsByDateResults
Sinead Diver,14490253,26-Jan-21,"Zátopek 10, Hagenauer Reserve, Box Hill, Melbourne - Australian 10,000m Ch.","Hagenauer Reserve, Box Hill, Melbourne (AUS)",FALSE,10K,10000-metres,middle-long,"10,000 Metres",AUS,B,F,5,32:36.1,,FALSE,1107,,resultsByDateResults
Sinead Diver,14490253,7-Aug-21,"The XXXII Olympic Games, Odori Park, Sapporo","Odori Park, Sapporo (JPN)",FALSE,MAR,marathon,road-running,Marathon,JPN,OW,F,10,2:31:14,,FALSE,1120,,resultsByDateResults
Sinead Diver,14490253,26-Sep-21,"Great Manchester Run, Manchester",Manchester (GBR),FALSE,10RR,10-kilometres,road-running,10 Kilometres,GBR,E,F,4,32:31:00,,FALSE,1112,,resultsByDateResults
Sinead Diver,14490253,3-Oct-21,"Virgin Money London Marathon, London",London (GBR),FALSE,MAR,marathon,road-running,Marathon,GBR,GW,F,12,2:27:16,,FALSE,1160,,resultsByDateResults
Sinead Diver,14490253,27-Feb-22,"Think Big Run The Bridge Spectran Group 10km Run, Hobart",Hobart (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,F,F,4,33:07:00,,FALSE,1081,,resultsByDateResults
Sinead Diver,14490253,13-Mar-22,"Nagoya Women's Marathon, Nagoya",Nagoya (JPN),FALSE,MAR,marathon,road-running,Marathon,JPN,GW,F,,DNF,,FALSE,0,,resultsByDateResults
Sinead Diver,14490253,24-Apr-22,"Gifu Half Marathon, Gifu",Gifu (JPN),FALSE,HMAR,half-marathon,road-running,Half Marathon,JPN,B,F,2,1:09:00,,FALSE,1150,,resultsByDateResults
Sinead Diver,14490253,11-Jun-22,"McGrath Launceston Running Festival-Think Big Half Marathon, Launceston",Launceston (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,F,F,1,1:11:07,,FALSE,1107,,resultsByDateResults
Sinead Diver,14490253,30-Jul-22,"XXII Commonwealth Games, Victoria Square, Birmingham","Victoria Square, Birmingham (GBR)",FALSE,MAR,marathon,road-running,Marathon,GBR,A,F,5,2:31:06,,FALSE,1122,,resultsByDateResults
Sinead Diver,14490253,18-Sep-22,"Blackmores Half Marathon, Sydney",Sydney (AUS),FALSE,HMAR,half-marathon,road-running,Half Marathon,AUS,F,F,1,1:13:09,,TRUE,1051,,resultsByDateResults
Sinead Diver,14490253,23-Oct-22,"Oceania 10km Road Running Championship, Burnie",Burnie (AUS),FALSE,10RR,10-kilometres,road-running,10 Kilometres,AUS,C,F,2,32:29:00,,FALSE,1114,,resultsByDateResults
Cedric Dubler,14446988,6-Jan-12,Brisbane,Brisbane (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,2.05,,FALSE,958,,resultsByDateResults
Cedric Dubler,14446988,7-Jan-12,"Brisbane QA Interclub, Brisbane - U20 Events",Brisbane (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,F,1,14.71,0,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,7-Jan-12,"Brisbane QA Interclub, Brisbane",Brisbane (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,F,2,6.45,-0.6,FALSE,808,,resultsByDateResults
Cedric Dubler,14446988,14-Jan-12,"Brisbane Track Classic, Brisbane",Brisbane (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,E,F,3,14.53,-0.3,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,28-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,CE,1,11.2,0.6,FALSE,828,,resultsByDateResults
Cedric Dubler,14446988,28-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,400,400-metres,sprints,400 Metres,AUS,F,CE,1,49.83,,FALSE,868,,resultsByDateResults
Cedric Dubler,14446988,28-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,CE,1,2.06,,FALSE,967,,resultsByDateResults
Cedric Dubler,14446988,28-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,CE,1,6.91,-0.4,FALSE,905,,resultsByDateResults
Cedric Dubler,14446988,28-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,SPJ,shot-put-6kg,throws,Shot Put (6kg),AUS,F,CE,2,10.38,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,1500,1500-metres,middle-long,1500 Metres,AUS,F,CE,1,05:00.0,,FALSE,294,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,CE,1,14.38,-0.3,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,CE,1,4.4,,FALSE,833,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,DTJ,discus-throw-1750kg,throws,Discus Throw (1.750kg),AUS,F,CE,1,36.41,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane - Combined Events",Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,CE,2,46.01,,FALSE,620,,resultsByDateResults
Cedric Dubler,14446988,29-Jan-12,"Brisbane Regional Jun. CE Ch., Brisbane",Brisbane (AUS),FALSE,DECJ,decathlon-u20,combined-events,Decathlon U20,AUS,F,F,1,7137,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,4-Feb-12,"Brisbane QA Interclub, Brisbane - U20 Events",Brisbane (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,F,,DQ,-2.2,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,17-Feb-12,"Brisbane Regional U18 Ch., Brisbane",Brisbane (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,F,1,4.5,,FALSE,859,,resultsByDateResults
Cedric Dubler,14446988,18-Feb-12,"Brisbane Regional Jun. Ch., Brisbane",Brisbane (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,F,2,14.33,2.2,TRUE,0,,resultsByDateResults
Cedric Dubler,14446988,18-Feb-12,"Brisbane Regional U18 Ch., Brisbane",Brisbane (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,2.05,,FALSE,958,,resultsByDateResults
Cedric Dubler,14446988,19-Feb-12,"Brisbane Regional U18 Ch., Brisbane",Brisbane (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,F,1,6.93,0.9,FALSE,907,,resultsByDateResults
Cedric Dubler,14446988,25-Feb-12,Brisbane - U18 Events,Brisbane (AUS),FALSE,110HY,110m-hurdles-914cm,hurdles,110m Hurdles (91.4cm),AUS,F,F,1,14.42,0.5,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,15-Mar-12,"Sydney Australian Jun. Ch., Sydney",Sydney (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,H1,2,14.36,-0.1,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,15-Mar-12,"Sydney Australian U18 Ch., Sydney",Sydney (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,F,2,7.24,-0.7,FALSE,977,,resultsByDateResults
Cedric Dubler,14446988,16-Mar-12,"Sydney Australian Jun. Ch., Sydney",Sydney (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,F,5,14.25,0.1,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,16-Mar-12,"Sydney Australian U18 Ch., Sydney",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,2.09,,FALSE,993,,resultsByDateResults
Cedric Dubler,14446988,18-Mar-12,"Sydney Australian U18 Ch., Sydney",Sydney (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,F,1,4.7,,FALSE,913,,resultsByDateResults
Cedric Dubler,14446988,31-Mar-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,CE,1,11.12,-0.7,FALSE,855,,resultsByDateResults
Cedric Dubler,14446988,31-Mar-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,400,400-metres,sprints,400 Metres,AUS,F,CE,1,49.31,,FALSE,900,,resultsByDateResults
Cedric Dubler,14446988,31-Mar-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,CE2,1,2.06,,FALSE,967,,resultsByDateResults
Cedric Dubler,14446988,31-Mar-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,CE,2,7.21,0,FALSE,967,,resultsByDateResults
Cedric Dubler,14446988,31-Mar-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,SPJ,shot-put-6kg,throws,Shot Put (6kg),AUS,F,CE,4,12.2,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,1500,1500-metres,middle-long,1500 Metres,AUS,F,CE,3,04:50.5,,FALSE,363,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),AUS,F,CE,2,14.61,-0.4,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,CE,1,4.6,,FALSE,886,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,DTJ,discus-throw-1750kg,throws,Discus Throw (1.750kg),AUS,F,CE,4,38.81,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney - Combined Events",Sydney (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,CE,4,46.57,,FALSE,628,,resultsByDateResults
Cedric Dubler,14446988,1-Apr-12,"Sydney Australian Jun. CE Ch., Sydney",Sydney (AUS),FALSE,DECJ,decathlon-u20,combined-events,Decathlon U20,AUS,F,F,2,7504,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,26-May-12,Gold Coast,Gold Coast (AUS),FALSE,400,400-metres,sprints,400 Metres,AUS,F,F,6,50.92,,FALSE,805,,resultsByDateResults
Cedric Dubler,14446988,26-May-12,Gold Coast,Gold Coast (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,F,2,6.98,2,FALSE,918,,resultsByDateResults
Cedric Dubler,14446988,2-Jun-12,"Brisbane Olympic Prep & World Jnr Pre-departure Meet, Brisbane",Brisbane (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,2,2,,FALSE,914,,resultsByDateResults
Cedric Dubler,14446988,3-Jun-12,"Brisbane Olympic Prep & World Jnr Pre-departure Meet, Brisbane",Brisbane (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,SR,5,11.33,-0.4,FALSE,793,,resultsByDateResults
Cedric Dubler,14446988,3-Jun-12,"Brisbane Olympic Prep & World Jnr Pre-departure Meet, Brisbane",Brisbane (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,F,2,4.7,,FALSE,913,,resultsByDateResults
Cedric Dubler,14446988,23-Jun-12,"Mannheim Bauhaus Junioren-Gala, Mannheim",Mannheim (GER),FALSE,400,400-metres,sprints,400 Metres,GER,F,F4,5,49.91,,FALSE,863,,resultsByDateResults
Cedric Dubler,14446988,23-Jun-12,"Mannheim Bauhaus Junioren-Gala, Mannheim",Mannheim (GER),FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),GER,F,H1,5,14.47,0.4,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,23-Jun-12,"Mannheim Bauhaus Junioren-Gala, Mannheim",Mannheim (GER),FALSE,DTJ,discus-throw-1750kg,throws,Discus Throw (1.750kg),GER,F,F2,7,35.93,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,24-Jun-12,"Mannheim Bauhaus Junioren-Gala, Mannheim",Mannheim (GER),FALSE,JT,javelin-throw,throws,Javelin Throw,GER,F,F2,8,49.46,,FALSE,669,,resultsByDateResults
Cedric Dubler,14446988,30-Jun-12,"Karlsruhe Regional U23 Ch., Karlsruhe",Karlsruhe (GER),FALSE,PV,pole-vault,jumps,Pole Vault,GER,F,F,OC,4.5,,FALSE,859,,resultsByDateResults
Cedric Dubler,14446988,30-Jun-12,"Karlsruhe Regional U23 Ch., Karlsruhe - U18 Events",Karlsruhe (GER),FALSE,LJ,long-jump,jumps,Long Jump,GER,F,F,OC,7.26,-0.8,FALSE,982,,resultsByDateResults
Cedric Dubler,14446988,1-Jul-12,"Karlsruhe Regional U23 Ch., Karlsruhe",Karlsruhe (GER),FALSE,HJ,high-jump,jumps,High Jump,GER,F,F,OC,2.1,,FALSE,1002,,resultsByDateResults
Cedric Dubler,14446988,1-Jul-12,"Karlsruhe Regional U23 Ch., Karlsruhe",Karlsruhe (GER),FALSE,JT,javelin-throw,throws,Javelin Throw,GER,F,F,OC,46.72,,FALSE,630,,resultsByDateResults
Cedric Dubler,14446988,10-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,100,100-metres,sprints,100 Metres,ESP,C,CE3,3,11.05,-0.8,FALSE,875,,resultsByDateResults
Cedric Dubler,14446988,10-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,400,400-metres,sprints,400 Metres,ESP,C,CE3,3,49.7,,FALSE,876,,resultsByDateResults
Cedric Dubler,14446988,10-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,HJ,high-jump,jumps,High Jump,ESP,C,CE1,2,2.07,,FALSE,975,,resultsByDateResults
Cedric Dubler,14446988,10-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,LJ,long-jump,jumps,Long Jump,ESP,C,CE2,1,7.47,0.5,FALSE,1023,,resultsByDateResults
Cedric Dubler,14446988,10-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,SPJ,shot-put-6kg,throws,Shot Put (6kg),ESP,C,CE2,7,12.35,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,1500,1500-metres,middle-long,1500 Metres,ESP,C,CE2,11,04:46.0,,FALSE,398,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,110HJ,110m-hurdles-990cm,hurdles,110m Hurdles (99.0cm),ESP,C,CE3,6,14.62,-0.7,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,PV,pole-vault,jumps,Pole Vault,ESP,C,CE2,4,4.5,,FALSE,859,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,DTJ,discus-throw-1750kg,throws,Discus Throw (1.750kg),ESP,C,CE1,9,36.15,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona - Combined Events","Estadio Olímpico, Barcelona (ESP)",FALSE,JT,javelin-throw,throws,Javelin Throw,ESP,C,CE2,5,50.59,,FALSE,685,,resultsByDateResults
Cedric Dubler,14446988,11-Jul-12,"Barcelona IAAF World Junior Championships, Estadio Olímpico, Barcelona","Estadio Olímpico, Barcelona (ESP)",FALSE,DECJ,decathlon-u20,combined-events,Decathlon U20,ESP,C,F,4,7584,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,29-Sep-12,Townsville,Townsville (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,CE,,11.03,0.9,FALSE,877,,resultsByDateResults
Cedric Dubler,14446988,29-Sep-12,Townsville,Townsville (AUS),FALSE,400,400-metres,sprints,400 Metres,AUS,F,CE,,49.66,,FALSE,878,,resultsByDateResults
Cedric Dubler,14446988,29-Sep-12,Townsville,Townsville (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,CE,,2.04,,FALSE,949,,resultsByDateResults
Cedric Dubler,14446988,29-Sep-12,Townsville,Townsville (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,CE,,7.36,0.8,FALSE,999,,resultsByDateResults
Cedric Dubler,14446988,29-Sep-12,Townsville,Townsville (AUS),FALSE,SPY,shot-put-5kg,throws,Shot Put (5kg),AUS,F,CE,,13.73,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,1500,1500-metres,middle-long,1500 Metres,AUS,F,CE,,04:49.0,,FALSE,374,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,110HY,110m-hurdles-914cm,hurdles,110m Hurdles (91.4cm),AUS,F,CE,,14.12,0.3,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,CE,,4.6,,FALSE,886,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,DTY,discus-throw-1500kg,throws,Discus Throw (1.500kg),AUS,F,CE,,46.44,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,JTY,javelin-throw-700g,throws,Javelin Throw (700g),AUS,F,CE,,47.87,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,30-Sep-12,Townsville,Townsville (AUS),FALSE,DECY,decathlon-boys,combined-events,Decathlon Boys,AUS,F,F,1,7864,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,26-Oct-12,"Nathan Queensland Secondary Schools Ch., Nathan - U18 Events",Nathan (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,2.04,,FALSE,949,,resultsByDateResults
Cedric Dubler,14446988,26-Oct-12,"Nathan Queensland Secondary Schools Ch., Nathan - U18 Events",Nathan (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,F,1,7.4,0.1,FALSE,1008,,resultsByDateResults
Cedric Dubler,14446988,27-Oct-12,"Nathan Queensland Secondary Schools Ch., Nathan - U18 Events",Nathan (AUS),FALSE,110HY,110m-hurdles-914cm,hurdles,110m Hurdles (91.4cm),AUS,F,F,1,14.42,-1.1,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,27-Oct-12,"Nathan Queensland Secondary Schools Ch., Nathan - U18 Events",Nathan (AUS),FALSE,PV,pole-vault,jumps,Pole Vault,AUS,F,F,1,4.6,,FALSE,886,,resultsByDateResults
Cedric Dubler,14446988,11-Jan-13,"Perth Strive Interclub, Perth",Perth (AUS),FALSE,HJ,high-jump,jumps,High Jump,AUS,F,F,1,2.07,,FALSE,975,,resultsByDateResults
Cedric Dubler,14446988,11-Jan-13,"Perth Strive Interclub, Perth - U20 Events",Perth (AUS),FALSE,DTJ,discus-throw-1750kg,throws,Discus Throw (1.750kg),AUS,F,F,1,41.51,,FALSE,0,,resultsByDateResults
Cedric Dubler,14446988,11-Jan-13,"Perth Strive Interclub, Perth",Perth (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,2,50.25,,FALSE,680,,resultsByDateResults
Cedric Dubler,14446988,19-Jan-13,Brisbane,Brisbane (AUS),FALSE,JT,javelin-throw,throws,Javelin Throw,AUS,F,F,5,48.66,,FALSE,658,,resultsByDateResults
Cedric Dubler,14446988,16-Feb-13,"Adelaide Australian Jun. Combined Events Ch., Adelaide - Combined Events",Adelaide (AUS),FALSE,100,100-metres,sprints,100 Metres,AUS,F,CE,1,11.05,-1.5,FALSE,880,,resultsByDateResults
Cedric Dubler,14446988,16-Feb-13,"Adelaide Australian Jun. Combined Events Ch., Adelaide - Combined Events",Adelaide (AUS),FALSE,LJ,long-jump,jumps,Long Jump,AUS,F,CE,1,7.34,0.9,FALSE,995,,resultsByDateResults
